"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" Not where he eats, but where he is eaten: a certain";"provisional";"John Donne";"Satire 5";"Donne, John.  <i>The Complete English Poems. </i>Ed. A. J. Smith. Harmondsworth: Penguin, 1980. 170-173, esp. 171; ""Satire 5"", lines 19-22.";"1590";"1610";"1633";"1633";"English";"All men are dust;<br>
How much worse are suitors, who to men's lust<br>
Are made preys. O worse than dust, or worm's meat,<br>
<span class=""quote"">For they do eat you now, whose selves worms shall eat</span>.";"";"";"@005163 Poems (JDo)";"";"SuId#230117 eat and be eaten";"Work unmarked";"Author unmarked";"Poetry unspecified";"";"First-person narrator";"BODY OF TEXT";"Local reference";"Fulltext database";"@010001-Last accessed 28 January 2005.";"";"";"Fountoulakis Eftychia"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Henry VI Part 2";"Shakespeare, William.  <i>Henry VI Part 2.  </i>Act 5, scene 1, lines 141-142.";"1591";"1591";"1591";"1591";"English";"[Edward:]<span class=""quote""> Ay, noble father, if our words will serve. <br></span>
[Richard:]<span class=""quote""> And if words will not, then our weapons shall.</span>";"";"";"@000888_A91_D23 Henry VI Part 2";"";"SuMe#032065 if words serve if not weapons";"Work unmarked";"Author unmarked";"History play";"";"Dialogue";"BODY OF TEXT";"Local reference";"Annotated edition";"@010017-11.
Marlowe, Christopher. Edward II. Eds. H. B. Charlton and R. D. Waller. London: Methuen, 1933. 11.";"";"";"  Heeg Stefanie"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"The First Part of the Contention betwixt York and Lancaster";"Shakespeare, William.  <i>The First part of the Contention betwixt the two famous Houses of Yorke and Lancaster. </i>London: Thomas Creed for Thomas Millington, 1594.  380; scene 10, lines 380-381 [normalized spelling].";"1591";"1591";"1591";"1591";"English";"[Queen:] [...] And <span class=""quote"">long thou shalt not stay, </span>but I'll have thee repelled, <br>
Or venture to be banished myself. ";"* This passage from the Quarto edition of the play generally known as <i>Henry VI Part 2 </i>does not occur in the Folio edition which is the basis of the Folger Digital Texts. ";"";"@005488_A91_D94 The First Part of the Contention";"";"WoPh#032066 long thou shalt not stay";"Work unmarked";"Author unmarked";"History play";"";"Dialogue";"BODY OF TEXT";"Local reference";"Annotated edition";"@010017-11.
Marlowe, Christopher.  Edward II. Eds. H. B. Charlton and R. D. Waller. London: Methuen, 1933.  11.";"[Queen:] [...] And long thou shalt not staie, but ile haue thee repelde, <br>
Or venture to be banished my selfe. ";"Shakespeare, William.  The First part of the Contention betwixt the two famous Houses of Yorke and Lancaster. London: Thomas Creed for Thomas Millington, 1594.  380; scene 10, lines 380-381.";"  Heeg Stefanie"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Henry VI Part 2";"Shakespeare, William.  <i>Henry VI Part 2.</i>  Act 1, scene 3, line 80.";"1591";"1591";"1591";"1591";"English";"[Queen Margaret:] […] <span class=""quote"">She sweeps it through the court with troops of ladies</span> […].";"";"";"@000888_A91_D23 Henry VI Part 2";"";"WoPh#032068 jet sweeps in court";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010017-11.
Marlowe, Christopher. Edward II. Eds. H. B. Charlton and R. D. Waller. London: Methuen, 1933. 11.";"";"";"  Heeg Stefanie"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Henry VI Part 2";"Shakespeare, William.  Henry VI Part 2.  Act 1, scene 2, lines 66-67.";"1591";"1591";"1591";"1591";"English";"[Duchess:] […] I would remove these tedious stumbling blocks, <br>
And <span class=""quote"">smooth my way upon their headless necks </span>[…].";"";"";"@000888_A91_D23 Henry VI Part 2";"";"SuMe#032070 tread on heads";"Work unmarked";"Author unmarked";"History play";"";"Dialogue";"BODY OF TEXT";"Local reference";"Annotated edition";"@010017-12.
Marlowe, Christopher. Edward II. Eds. H. B. Charlton and R. D. Waller. London: Methuen, 1933. 12.";"";"";"  Heeg Stefanie"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Henry VI Part 2";"Shakespeare, William.  Henry VI Part 2.  Act 2, scene 3, lines 30-31.";"1591";"1591";"1591";"1591";"English";"[Queen Margaret:] I see no reason why <span class=""quote"">a king of years <br>
Should be to be protected like a child.</span>";"";"";"@000888_A91_D23 Henry VI Part 2";"";"SuId_CulEdu#230105 protect like child or schoolboy";"Work unmarked";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"Local reference";"Annotated edition";"@010017-13.
Marlowe, Christopher. Edward II. Eds. H. B. Charlton and R. D. Waller. London: Methuen, 1933. 13.";"";"";"  Heeg Stefanie"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Henry VI Part 2";"Shakespeare, William.  Henry VI Part 2.  Act 2, scene 2, lines 150-153.";"1591";"1591";"1591";"1591";"English";"[Edward:] <span class=""quote"">Helen of Greece </span></span>was fairer far than thou,<br>
Although thy husband may be <span class=""quote"">Menelaus; <br>
And ne'er was Agamemnon's brother wronged </span><br>
By that false woman as this king by thee. ";"";"";"@000888_A91_D23 Henry VI Part 2";"";"NaMa#032123 Agamemnon Menelaus / NaCa#004019 Menelaus / NaCa#004173 Helen of Troy";"Work by character";"Author unmarked";"Theatre";"";"Dialogue";"BODY OF TEXT";"";"Shakespeare Studies / morethanonelexia";"@010200-170.";"";"";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Titus Andronicus";"Act 4, scene 2, lines 140-143.";"1592";"1592";"";"";"English";"[Aaron:] Why, so, brave lords! When we join in league, <br>
I am a lamb; but if you brave the Moor,<br> 
<span class=""quote"">The chafèd boar, </span>the mountain lioness,<br>
The ocean swells not so as Aaron storms. ";"";"";"@000928_A92_D94 Titus Andronicus";"";"WoTo#006900 chafed and boar";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006277-21.";"";"";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Venus and Adonis";"Shakespeare, William.  <i>Venus and Adonis.</i> Lines 661-666.";"1592";"1592";"";"";"English";"And more than so, presenteth to mine eye <br>
The picture of <span class=""quote"">an angry chafing boar,</span><br>
Under whose sharp fangs on his back doth lie<br>
An image like thyself, all stained with gore,<br>
Whose blood upon the fresh flowers being shed<br>
Doth make them droop with grief and hang the head.";"";"";"@005004 Venus and Adonis";"";"WoTo#006900 chafed and boar";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006277-21. ";"";"";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Venus and Adonis";"Lines 649-657 [normalized spelling].";"1592";"1592";"";"";"English";"""[...] <span class=""quote"">For where Love reigns, disturbing Jealousy<br>
Doth call himself Affection's sentinel,<br>Gives false alarms, suggesteth mutiny,<br>
And in a peaceful hour doth cry Kill, kill!<br>
Distempering gentle Love in his desire<br>
As air and water do abate the fire.<br>
This sour informer, this bate-breeding spy,<br>
This canker that eats up Love’s tender spring,<br>
This carry-tale, dissentious Jealousy </span>[...].""";"";"";"@005004 Venus and Adonis";"";"WoPa#006228 For where Love reigns";"Work unmarked";"Author unmarked";"";"";"Narrator";"BODY OF TEXT";"";"Reading";"";"";"";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Richard III";"Shakespeare, William.  Richard III. ";"1593";"1593";"1593";"1593";"English";"<span class=""quote"">Richard III</span>";"";"";"@000950_A93_D23 Richard III";"";"NaHu#007008 Richard III";"Work by character";"Author unmarked";"Tragedy";"";"";"TITLE / CHARACTERNAME";"";"Reading";"";"";"";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"_ Anonymous";"The Reign of Edward III";"Anon.  <i>The Raigne of King Edvvard the third: As it hath bin sundrie times plaied about the Citie of London. </i>London: Simon Stafford for Cuthbert Burby, 1596.  C2 recto; act 2, scene 1, line 146-172 [normalized spelling].";"1593";"1593";"1593";"1593";"English";"[King:] I did not bid thee talk of <span class=""quote"">chastity,</span><br>
To ransack so the treason of her mind,<br>
For I had rather have her chased the
an chaste,<br>
Out with <span class=""quote"">the moon </span>line, I will none of it,<br>
And let me have hir likened to <span class=""quote"">the sun,<br></span>
Say she hath thrice more splendour than <span class=""quote"">the sun,</span><br>
That her perfections emulates <span class=""quote"">the sun,</span><br>
That she breeds sweets as plenteous as <spa class=""quote"">the sun,</span><br>
That she doth thaw <span class=""quote"">cold winter like the sun,</span><br>
That she doth cheer <span class=""quote"">fresh summer like the sun,</span><br>
That she doth dazzle gazers like <span class=""quote"">the sun,</span><br>
And in this application to <span class=""quote"">the sun,</span><br>
Bid her be free and general as <span class=""quote"">the sun,<br>
Who smiles </span>upon the basest weed that grows,<br>
As lovingly as on the fragrant rose,<br>
Lets see what follows that same <span class=""quote"">moonlight </span>line [...].";"* This passage represents several elements of the ""Blot Cluster"", a combination of images which recurs in Shakespeare's plays and poems (cf. Barbara Sträuli, unpublished notes on Shakepeare's image clusters). ";"";"@000952_A93_D96 The Reign of Edward III";"";"WoCl_NatSky#004149 Blot Cluster: winter / WoCl_NatSky#004150 Blot Cluster: sun / WoCl#004151 Blot cluster: blot / WoCl#006381 Blot Cluster: eye";"Work unmarked";"Author unmarked";"History play";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies / morethanonelexia";"@005248-22-23./@006070/@005260 
Muir Collaborator ";"[King:] I did not bid thee talke of <span class=""quote"">chastitie,</span><br>
To ransack so the treason of her minde,<br>
For I had rather haue her chased then chast,<br>
Out with <span class=""quote"">the moone </span>line, I wil none of it,<br>
And let me haue hir likened to <span class=""quote"">the sun,<br></span>
Say shee hath thrice more splendour then <span class=""quote"">the sun,</span><br>
That her perfections emulats <span class=""quote"">the sunne,</span><br>
That shee breeds sweets as plenteous as <spa class=""quote"">the sunne,</span><br>
That shee doth thaw <span class=""quote"">cold winter like the sunne,</span><br>
That she doth cheere <span class=""quote"">fresh sommer like the sunne,</span><br>
That shee doth dazle gazers like <span class=""quote"">the sunne,</span><br>
And in this application to <span class=""quote"">the sunne,</span><br>
Bid her be free and generall as the sunne,<br>
Who smiles vpon the basest weed that growes,<br>
As louinglie as on the fragrant rose,<br>
Lets see what followes that same <span class=""quote"">moonelight </span>line [...].";"Anon.  <i>The Raigne of King Edvvard the third: As it hath bin sundrie times plaied about the Citie of London. </i>London: Simon Stafford for Cuthbert Burby, 1596.  C2 recto; act 2, scene 1, line 146-172.";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Venus and Adonis";"Shakespeare, William.  Venus and Adonis.  Lines 181-186 and lines 793-798.";"1593";"1593";"1593";"1593";"English";"And now Adonis, with a lazy sprite <br>
And with a heavy, dark, disliking eye,<br>
His louring brows o'rwhelming his fair sight,<br>
Like misty vapors when they <span class=""quote"">blot</span> the sky,<br>
Souring his cheeks, cries, Fie, no more of <span class=""quote"">love!</span><br>
The <span class=""quote"">sun </span>doth burn my face; I must remove.<br>
[...]<br>
Call it not <span class=""quote"">love, </span>for <span class=""quote"">Love </span>to heaven is fled <br>
Since sweating Lust on Earth usurped his name, <br>
Under whose simple <span class=""quote"">semblance </span>he hath fed <br>
Upon fresh beauty, <span class=""quote"">blotting </span>it with blame,<br>
Which the hot <span class=""quote"">tyrant </span>stains and soon bereaves, <br>
As caterpillars do the tender leaves.";"* This passage represents several elements of the ""Blot Cluster"", a combination of images which recurs in Shakespeare's plays and poems (cf. Barbara Sträuli, unpublished notes on Shakespeare's image clusters).";"";"@005004 Venus and Adonis";"";"WoCl_NatSky#004144 Blot Cluster: heaven sky / WoCl#004147 Blot Cluster: disguise semblance / WoCl#004148 Blot Cluster: sovereign / WoCl_NatSky#004150 Blot Cluster: sun / WoCl#004151 Blot cluster: blot / WoCl_AbsLov#004152 Blot Cluster: love";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Narrator";"BODY OF TEXT";"Local reference";"Shakespeare Studies / morethanonelexia";"@005248-22-23./@005260/@006070";"";"";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Richard III";"Shakespeare, William.  Richard III.  Act 4, scene 4, lines 240-245.";"1593";"1593";"1593";"1593";"English";"[Queen Elizabeth:] […] But that still use of grief makes wild grief tame,<br>
My tongue should to thy ears not name my boys<br>
Till that <span class=""quote"">my nails were anchored in thine eyes,<br></span>
And I, in such a desp'rate bay of death,<br>
Like a poor bark of sails and tackling reft,<br>
Rush all to pieces on thy rocky bosom.";"";"";"@000950_A93_D23 Richard III";"";"WoKw#230197 nails anchored in eyes";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010083
Adams, Joseph Quincy, Jr. ""William Heminge and Shakespeare."" Modern Philology 12:1 (May, 1914): 51-64. ";"";"";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Lucrece";"Shakespeare, William.  Lucrece.  Lines 407-410.";"1594";"1594";"1594";"1594";"English";"<span class=""quote"">Her breasts like ivory globes circled with blue, <br>
A pair of maiden worlds unconquerèd,<br>
Save of their lord no bearing yoke they knew, </span><br>
And him by oath they truly honorèd.";"";"";"@005015 Lucrece";"";"WoPh#032138 ivory breasts";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Narrator";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010000";"";"";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"The Two Gentlemen of Verona";"Shakespeare, William.  The Two Gentlemen of Verona.  Act 5, scene 4, lines 109-117.";"1594";"1594";"1594";"1594";"English";"[Julia:] Behold her that gave aim to all thy oaths <br>
And entertained 'em deeply in her heart.<br>
How oft hast thou with <span class=""quote"">perjury </span>cleft the root!<br>
O, Proteus, let this habit make thee blush.<br>
Be thou ashamed that I have took upon me<br>
Such an immodest raiment, if shame live<br>
In a disguise of <span class=""quote"">love.</span><br>
It is the lesser <span class=""quote"">blot</span>, modesty finds, <br>
<span class=""quote"">Women to change their shapes </span>than men their minds.";"* This passage represents several elements of the ""Blot Cluster"", a combination of images which recurs in Shakespeare's plays and poems (cf. Barbara Sträuli, unpublished notes on Shakespeare's image clusters).";"";"@000970_A94_D23 The Two Gentlemen of Verona";"";"WoCl#004147 Blot Cluster: disguise semblance / WoCl#004151 Blot cluster: blot / WoCl_AbsLov#004152 Blot Cluster: love / WoCl#006268 Blot Cluster: (in-)constancy";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies / morethanonelexia";"@005248-22-23./@005260/@006070
Muir Collaborator<br>
Ironside";"";"";"   Hohl-Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Romeo and Juliet";"Shakespeare, William.  Romeo and Juliet.  Act 1, scene 1, lines 180-185.";"1595";"1595";"1595";"1595";"English";"[Romeo:] <span class=""quote"">O brawling love, O loving hate,<br>
O anything of nothing first created, <br>
O heavy lightness, serious vanity, <br>
Misshapen Chaos of well seeing forms <br>
Feather of lead, bright smoke, cold fire, sickness, health, <br>
Still waking sleep </span>[...].";"";"";"@000987_A95_D99 Romeo and Juliet";"";"WoPa_AbsLov#004039 brawling love loving hate";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"";"Shakespeare Studies";"@010000-2:471.";"";"";"   Hohl-Trillini Regula"
