"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" Like Niobe, all tears:--why she, even she--";"provisional";"Richard Rainolde";"The Foundation of Rhetoric";"Rainolde, Richard.  Foundacion of Rhetorike. 1563. Quoted in Louise Schleiner. ""Latinized Greek Drama in Shakespeare's Writing of Hamlet."" Shakespeare Quarterly 41.1 (Spring 1990): 29-48.  30.";"1563";"1563";"1563";"1563";"English";"<span class=""annotation"">Discusses the story of <span><span class=""quote"">Niobe </span><span class=""annotation"">by way of showing how to devise a lament from Niobe's perspective.</span>";"";"";"@005038 The Foundation of Rhetoric";"";"NaMa#030183 Niobe, all tears / NaCa#032242 Niobe";"Work by character";"Author unmarked";"Nonfiction unspecified";"Linguistics";"Narrator";"BODY OF TEXT";"";"Secondary (Academic_Shakespeare)";"@010224/@006323-Last accessed 20 February 2020.
Schleiner, Louise. ""Latinized Greek Drama in Shakespeare's Writing of Hamlet."" Shakespeare Quarterly 41.1 (Spring 1990): 29-48.";"";"";"  Hohl Regula"
" Or to take arms against a sea of troubles,";"provisional";"Henry  Smith";"The Trials of the Righteous";"Smith, Henry.  The Sermons of Master Henry Smith, gathered into one volume. Printed according to his corrected copies in his life time. London: F. Kyngston, for T. Man 1607.  230-245, esp. 235; ""The Trial of the Righteous"" [normalized spelling].";"1565";"1565";"1565";"1565";"English";"[...] you must go through <span class=""quote"">a sea of troubles, </span>and then that you shall come to a heaven of rest [...]";"";"";"@005044 Sermons (Smith)";"";"WoPh#030067 sea of troubles";"Work unmarked";"Author unmarked";"Speech or lecture or sermon";"Philosophy, religion";"Narrator";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010082/@006323-Last accessed 20 February 2020.
Shaheen, Naseeb. Biblical References in Shakespeare's Tragedies. Newark: University of Delaware Press, 1987. ";"you must goe through <span class=""quote"">a sea of troubles, </span>and then that you shall come to a heauen of rest";"Smith, Henry.  The Sermons of Master Henry Smith, gathered into one volume. Printed according to his corrected copies in his life time. London: F. Kyngston, for T. Man 1607.  230-245, esp. 235; ""The Trial of the Righteous"".";"  Hohl Regula"
" Rich gifts wax poor when givers prove unkind.";"provisional";"George Buchanan";"Pompae Deorum Rusticorum";"Buchanan, George.  ""Pompae deorum rusticorum. Or The Masque of the Rustic Gods Bearing Gifts for James VI and His Mother Mary, the Sovereigns of Scotland, at the Banquet Following the King's Baptism."" Quoted from: Peter Davidson. ""The entry of Mary Stewart into Edinburgh, 1561, and Other Ambiguities."" Renaissance Studies 9.4 France in the English and French Theatre of theRenaissance (December 1995): 416-429, esp. 426-429.  426; lines 32-34.";"1566";"1566";"1566";"1566";"Latin";"[Naiades:] Haec damus tibi, nec tamen pusilla,<br>
<span class=""quote"">Si non munere pectus aestimentur,<br> 
Verum e pectore munus aestimetur.<br></span>";"* Translation given in the quoted edition: And yet these gifts are not trifles, if the heart's love is not measured by the value of the gift, but the gift's value by the love in the heart.";"";"@000439 Pompae Deorum Rusticorum";"";"SuMe#032173 value gifts and kindness";"Work unmarked";"Author unmarked";"Masque or other";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010151
Theobald, W. M.  The Classical Element in the Shakespeare Plays. London: Robert Banks, 1909. ";"";"";"  Hohl Regula"
" I should be greeted, if not from Lord Hamlet.";"unedited";"Lucius Annaeus Seneca / John Studley";"Hercules Oetaeus";"Studley, John and Lucius Annaeus Seneca.  ""Hercules Oetaeus."" Seneca. His Tenne Tragedies. Translated into Englysh. London: Thomas Marshe, 1581.  187 recto-217 verso.  215 recto; act 5 [normalized spelling].";"1566";"1566";"1566";"1566";"English";"[Oeneus:] [...] If any tyrant feed his boars with gobs of strangers' flesh <br>
Now let <span class=""quote"">his pampered jades </span>unto my Carcass fall afresh.	";"";"#008000 LONDON_Unknown venue";"@000426 Hercules Oetaeus";"";"WoPh_NatAni#030005 pampered jades";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Electronic search (Fulltext database_Literature)";"@010001";"[Oeneus:] [...] If any tyrant feede his borce with gubbes of straungers flesh <br>
Now let his pampred iades vnto my Carksse fall a fresh.";"Studley, John and Lucius Annaeus Seneca.  ""Hercules Oetaeus."" Seneca. His Tenne Tragedies. Translated into Englysh. London: Thomas Marshe, 1581.  187 recto-217 verso.  215 recto; act 5.";"  Hohl Regula"
" beautified Ophelia,'--";"provisional";"William Painter";"The Palace of Pleasure";"Painter, William.  The Palace of Pleasure: Beautified, adorned and well furnished, with Pleasaunt Histories and excellent Nouelles, selected out of diuers good and commendable Authors. London: Henry Denham for Richard Tottell and William Iones, 1566. 251-277.  257 [normalized spelling].";"1566";"1566";"1566";"1566";"English";"The Palace of Pleasure: <span class=""quote"">Beautified, </span>adorned and well furnished, with Pleasant Histories and excellent Novels, selected out of diverse good and commendable Authors. ";"";"";"@005032 The Palace of Pleasure";"Keyword";"WoMo#030217 beautified";"Work unmarked";"Author unmarked";"Prose unspecified";"";"";"TITLE";"Local reference";"Electronic search (Fulltext database_Literature)";"@010001";"The Palace of Pleasure: <span class=""quote"">Beautified, </span>adorned and well furnished, with Pleasaunt Histories and excellent Nouelles, selected out of diuers good and commendable Authors. ";"Painter, William.  The Palace of Pleasure: Beautified, adorned and well furnished, with Pleasaunt Histories and excellent Nouelles, selected out of diuers good and commendable Authors. London: Henry Denham for Richard Tottell and William Iones, 1566. 251-277.  257. ";"  Hohl Regula"
" Or to take arms against a sea of troubles,";"provisional";"William Painter";"The Palace of Pleasure";"Painter, William.  The Palace of Pleasure. Beautified, adorned and well furnished, with Pleasaunt Histories and excellent Nouelles, selected out of diuers good and commendable Authors. London: Henry Denham for Richard Tottell and William Iones, 1566. 251-277.  257 [normalized spelling]. ";"1566";"1566";"1566";"1566";"English";"I feel (alas) a diversity of anguishes, and <span class=""quote"">a Sea of troubles</span>, which torment my mind and yet, I dare not discover the occasion [...].";"";"";"@005032 The Palace of Pleasure";"";"WoPh#030067 sea of troubles";"Work unmarked";"Author unmarked";"Prose unspecified";"";"First-person narrator";"BODY OF TEXT";"Local reference";"Secondary (Academic_Literature)";"@010079/@006323-Last accessed 20 February 2020.
Stallybrass, Peter. ""Against Thinking."" PMLA 122.5 (2007): 1580-1587.";"I feele (alas) a diuersitie of anguishes, & <span class=""quote"">a Sea of troubles</span>, whiche tormente my minde & yet, I dare not discouer the occasion [...].";"Painter, William.  The Palace of Pleasure: Beautified, adorned and well furnished, with Pleasaunt Histories and excellent Nouelles, selected out of diuers good and commendable Authors. London: Henry Denham for Richard Tottell and William Iones, 1566. 251-277.  257.";"  Hohl Regula"
" O, what a rogue and peasant slave am I!";"provisional";"Lucius Annaeus Seneca / John Studley";"Hercules Oetaeus";"Studley, John and Lucius Annaeus Seneca.  ""Hercules Oetaeus."" Seneca. His Tenne Tragedies. Translated into Englysh. London: Thomas Marshe, 1581.  187 recto-217 verso.  214 recto; act 5 [normalized spelling].";"1566";"1566";"1566";"1566";"English";"[Philoctetes:] [...] O coward, <span class=""quote"">peasant slave</span><br>
Thou art too weak to bend my bow, unmeet my shafts to have<br>
What ailest thou to look so pale [...]?";"";"";"@000426 Hercules Oetaeus";"";"WoPh#034463 peasant slave";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010071/@006323-Last accessed 20 February 2020.
Taylor, Anthony Brian.  ""Shakespeare, Studley, and Golding."" The Review of English Studies 39.156 (1988): 522–527. ";"[Philoctetes:] [...] O coward, peasant slave<br>
Thou art to weake to bende my bow, unmete my shaftes to have<br>
What aylest thou to loke so pale [...].";"Studley, John and Lucius Annaeus Seneca.  ""Hercules Oetaeus."" Seneca. His Tenne Tragedies. Translated into Englysh.  115-118; act 1.";"  Hohl Regula"
" I must be cruel, only to be kind:";"provisional";"Arthur Golding / Publius Ovidius Naso";"Ovids Metamorphoses";"Golding, Arthur and Publius Ovidius Naso.  The xv Bookes of P. Ouidius Naso, entytuled Metamorphosis, translated oute of Latin into English meeter, by Arthur Golding [...]. A worke very pleasaunt and delectable. London: William Seres, 1567.  30 recto; book 3, line 7 [normalized spelling].";"1567";"1567";"1567";"1567";"English";"For which he might both justly <span class=""quote"">kind and cruel called be. </span>";"";"";"@005282 Ovid's Metamorphoses (Golding)";"";"WoKw#230119 cruel to be kind";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Narrator";"BODY OF TEXT";"Local reference";"Electronic search (Fulltext database_Literature)";"@010001";"For which he might both iustly <span class=""quote"">kinde and cruell called bee. </span>";"Golding, Arthur and Publius Ovidius Naso.  The xv Bookes of P. Ouidius Naso, entytuled Metamorphosis, translated oute of Latin into English meeter, by Arthur Golding [...]. A worke very pleasaunt and delectable. London: William Seres, 1567.  30 recto; book 3, line 7.";"Quassdorf Sixta"
" I should be greeted, if not from Lord Hamlet.";"provisional";"Arthur Golding / Publius Ovidius Naso";"Ovids Metamorphoses";"Golding, Arthur and Publius Ovidius Naso.  The xv Bookes of P. Ouidius Naso, entytuled Metamorphosis, translated oute of Latin into English meeter, by Arthur Golding [...]. A worke very pleasaunt and delectable. London: William Seres, 1567.  69 verso [normalized spelling].";"1567";"1567";"1587";"1587";"English";"Instead of legs, to both her sides stick fingers long and fine:<br> <span class=""quote"">The rest is belly.</span>";"";"";"@005282 Ovid's Metamorphoses (Golding)";"";"WoSn#230151 the rest is x";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Narrator";"BODY OF TEXT";"Local reference";"Electronic search (Fulltext database_Literature)";"@010000-Last accessed 30 June 2009.";"In steade of legs, to both hir sides sticke fingars long and fine:<br> <span class=""quote"">The rest is bellie.</span>";"Golding, Arthur and Publius Ovidius Naso.  The xv Bookes of P. Ouidius Naso, entytuled Metamorphosis, translated oute of Latin into English meeter, by Arthur Golding [...]. A worke very pleasaunt and delectable. London: William Seres, 1567.  69 verso.";"  Hohl Regula"
" I should be greeted, if not from Lord Hamlet.";"unedited";"Arthur Golding / Publius Ovidius Naso";"Ovids Metamorphoses";"Golding, Arthur and Publius Ovidius Naso.  ""Ovid's Metamorphoses."" The xv Bookes of P. Ouidius Naso, entytuled Metamorphosis, translated oute of Latin into English meeter, by Arthur Golding [...]. A worke very pleasaunt and delectable. London: William Seres, 1567.  113 verso; book 9 [normalized spelling].";"1567";"1567";"1567";"1567";"English";"What? is it I that did behold <span class=""quote"">the pampered Jades of Thrace<br></span>
With Mangers full of flesh of men on which they fed apace?<br>
Ist I that down at sight thereof their greasy Mangers threw,<br>
And both the fatted Jades themselves and eke their master slew? ";"";"";"@005035 Metamorphoses";"";"WoPh_NatAni#030005 pampered jades";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Literature)";"@006176-53./@006211-53.";"What? is it I that did behold the pampred Iades of Thrace<br>
With Maungers full of flesh of men on which they fed a pace?<br>
Ist I that downe at syght thereof theyr greazy Maungers threw,<br>
And bothe the fatted Iades themselues and eke their mayster slew? ";"Golding, Arthur and Publius Ovidius Naso.  The xv Bookes of P. Ouidius Naso, entytuled Metamorphosis, translated oute of Latin into English meeter, by Arthur Golding [...]. A worke very pleasaunt and delectable. London: William Seres, 1567.  113 verso; book 9.";"  Hohl Regula"
" I should be greeted, if not from Lord Hamlet.";"unedited";"John Skelton";"The Garland or Chaplet of Laurel";"Skelton, John.  ""The Garland or Chaplet of Laurel."" The Poetical Works of John Skelton. With Notes, Some Account of the Author and His Writings. Ed. Alexander Dyce. 2 vols. London: Thomas Rodd, 1843. 1:361-427.  409; line 1200 [normalized spelling].";"1568";"1568";"1568";"1568";"English";"Yet, though I say it, <span class=""quote"">thereby lieth a tale</span> [...].";"";"";"@005048 The Garland or Chaplet of Laurel";"";"WoPh#035082 thereby hangs a tale";"Work unmarked";"Author unmarked";"Poetry unspecified";"";"First-person narrator";"BODY OF TEXT";"Local reference";"Electronic search (Fulltext database_Literature)";"@010001";"Yet, thoughe I say it, <span class=""quote""> therby lyith a tale</span>[...].";"Skelton, John.  ""The Garland or Chaplet of Laurel."" The Poetical Works of John Skelton. With Notes, Some Account of the Author and His Writings. Ed. Alexander Dyce. 2 vols. London: Thomas Rodd, 1843. 1:361-427.  409; line 1200.";"Reitzer Elliot"
" I must be cruel, only to be kind:";"provisional";"_ Elizabeth I";"On Monsieur's Departure";"Elizabeth I, Queen of England.  The Poems of Queen Elizabeth I. Providence (RI): Brown University Press, 1964.  5; ""On Monsieur's Departure"", lines 13-16. ";"1568";"1570";"1568";"1570";"English";"Some gentler passion slide into my mind,<br>
For I am soft and made of melting snow;<br>
Or be more <span class=""quote"">cruel, love, and so be kind</span>.<br>
Let me or float or sink, be high or low. ";"";"";"@005094 Poems (Queen Elizabeth I)";"";"WoKw#230119 cruel to be kind";"Work unmarked";"Author unmarked";"Poetry unspecified";"";"First-person narrator";"BODY OF TEXT";"Local reference";"Electronic search (Fulltext database_Literature)";"@010001
";"";"";"Quassdorf Sixta"
" And even the like precurse of fierce events,";"provisional";"Sir Christopher Hatton";"Treatise Concerning Statutes";"Hatton, Sir Christopher.  Treatise Concerning Statutes. Or Acts of Parliament: and the Exposition thereof. London: Richard Tonson, 1677.  23; chapter 3.";"1570";"1591";"1677";"1677";"English";"[...] I say again, of Statutes, some be Penal, some are Beneficial, or Gracious; And again, some Statutes are constitutive of new Laws, some declaratory of old; some go to the abridgement of the Common Law, some to the enlargement. I will not stand upon defining the Members of these divisions, nor shew examples; for they bear their Names and Natures in their forehead, so far forth as doth in this <span class=""quote""> precurse </span>and preparation to the rest of this work; only I will say [...] that all Statutes, in a manner, are Penal to Some.";"";"";"@005008 A Treatise of Statutes";"Keyword";"WoMo#030126 precurse";"Work unmarked";"Author unmarked";"Nonfiction unspecified";"Politics, law, economics";"Narrator";"BODY OF TEXT";"Local reference";"Electronic search (Fulltext database_Literature)";"@010077-Last accessed 29 June 2007.";"";"";"Rottmann Olivia"
