"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"Publius Vergilius Maro";"Aeneid";"Vol. 1, 472; book 5, lines 4-7.";"1000";"1000";"";"";"Latin";"quae tantum accenderit ignem causa latet; duri magno sed amore dolores polluto <span class=""quote"">notumque, furens quid femina possit, </span>triste per augurium Teucrorum pectora ducunt.";"* Translation (p. 473 of the quoted edition): What cause kindled so great a flame is unknown; but the cruel pangs when deep love is profaned, and knowledge of what a woman can do in frenzy, lead the hearts of the Trojans amid sad forebodings.";"";"@005482 Aeneid";"";"WoPh#033330 notumque furens quid femina possit";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Narrator";"BODY OF TEXT";"";"Fulltext database";"@006220-Last accessed 8 October 2019.";"";"";"   Hohl Trillini Regula"
" In my mind's eye, Horatio.";"provisional";"Marcus Tullius Cicero";"Orator (The Orator)";"Cicero, Marcus Tullius Cicero.  ""Orator."" <i>Brutus. Orator. </i>Trans. G. L. Hendrickson and H. M. Hubbell. Loeb Classical Library 342. Cambridge (MA): Harvard University Press, 1939.  378; section 100.";"1000";"1000";"";"";"Latin";"Non enim eloquentem quaero neque quicquam mortale et caducum, sed illud ipsum, cuius qui sit compos, sit eloquens; quod nihil est aliud nisi eloquentia ipsa quam nullis nisi <span class=""quote"">mentis oculis </span>videre possumus.";"* Translation (p. 379 of the quoted edition): For it is not an eloquent person whom I seek, nor anything subject to death and decay, but that absolute quality, the possession of which makes a man eloquent. And this is nothing but abstract eloquence, which we can behold only with the mind's eye. ";"";"@005450 Orator";"";"WoPh#030118 mind's eye";"Work unmarked";"Author unmarked";"Other nonfiction";"Linguistics";"";"BODY OF TEXT";"";"";"@006108";"";"";"   Hohl Trillini Regula"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"Publius Vergilius Maro";"Aeneid";"Vol. 1, 540 and 542; book 6, lines 128-131.";"1000";"1000";"";"";"Latin";"sed revocare gradum superasque evadere ad auras, hoc opus, hic labor est. pauci, <span class=""quote"">quos aequus amavit Iuppiter </span>aut ardens evexit ad aethera virtus dis geniti potuere.";"* Translation (p. 541 and 543 of the quoted edition): but to recall one’s steps and pass out to the upper air, this is the task, this the toil! Some few, whom kindly Jupiter has loved, or shining worth uplifted to heaven, sons of the ";"";"@005482 Aeneid";"";"WoPh#006067 quos aequus amavit Jupiter";"Work by character";"Author unmarked";"Epic and verse narrative";"";"Narrator";"BODY OF TEXT";"";"";"@005713-116.";"";"";"Grauso Lisa"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"Publius Ovidius Naso";"Art of Love";"Ovidius Naso, Publius.  ""Art of Love."" <i>Art of Love. Cosmetics. Remedies for Love. Ibis. Walnut-tree. Sea Fishing. Consolation. </i>Trans. J. H. Mozley. Loeb Classical Library 232. Cambridge (Mass.): Harvard University Press, 1929. 11-176.";"1000";"1000";"";"";"Latin";"<span class=""quote"">The Art of Love</span><br>
<span class=""quote"">Ars Amatoria</span><br>";"";"";"@005209 Art of Love";"";"NaBo@005209 Art of Love";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"";"TITLE";"Local reference";"Reading";"";"";"";"   Hohl Trillini Regula"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"Gaius Petronius Arbiter";"Satyricon";"Petronius Arbiter, Gaius.  ""Satyricon."" <i>Petronius, Seneca. Satyricon. Apocolocyntosis. </i>Trans. Michael Heseltine and W. H. D. Rouse. Loeb Classical Library 15. Cambridge (MA): Harvard University Press, 1913. 1-384.  274; sections 111-113 (the story of the Matron of Ephesus).";"1000";"1000";"";"";"Latin";"quid diutius moror? ne hanc quidem partem [corporis] mulier abstinuit, <span class=""quote"">victorque miles utrumque persuasit. </span>";"* Translation (p. 275 of the quoted edition): I need hide the fact no longer. The woman did not hold back even this part, and the conquering hero won her over on both counts.";"";"@005452 Satyricon";"";"SuId#006902 woo successfully as soldier";"Work unmarked";"Author unmarked";"Prose unspecified";"";"Narrator";"BODY OF TEXT";"";"";"@006094-xxxv.";"";"";"   Hohl Trillini Regula"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"Lucius Annaeus Seneca";"Medea (Seneca)";"Seneca, Lucius Annaeus.  ""Medea."" <i>Tragedies, Volume I: Hercules. Trojan Women. Phoenician Women. Medea. Phaedra. </i>Ed. and trans. John G. Fitch. Loeb Classical Library 62. Cambridge (MA): Harvard University Press, 2018. 316-406.  328; lines 155-157.";"1000";"1000";"";"";"Latin";"<span class=""quote"">Medea</span>";"";"";"@005597 Medea";"";"NaCa#006070 Medea";"Work by character";"Author unmarked";"Tragedy";"";"";"TITLE / CHARACTERNAME";"";"Reading";"";"";"";"   Hohl Trillini Regula"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"_ Euripides";"Medea";"Euripides.  <i>Medea.</i>";"1000";"1000";"";"";"Classical Greek";"<span class=""quote"">Μήδεια</span>";"";"";"@005718 Medea (Erp)";"";"NaCa#006070 Medea";"Work by character";"Author unmarked";"Tragedy";"";"";"TITLE / CHARACTERNAME";"";"Reading";"";"";"";"   Hohl Trillini Regula"
" Assume a virtue, if you have it not.";"provisional";"Titus Maccius Plautus";"Amphitruo (Amphitryon)";"Plautus, Titus Maccius.  ""Amphitruo, or Amphitryon."" <i>Amphitryon. The Comedy of Asses. The Pot of Gold. The Two Bacchises. The Captives.</i> Ed. and trans. Wolfgang de Melo. Loeb Classical Library 60. Cambridge (Mass.): Harvard University Press, 2011.  94.";"1000";"1000";"";"";"Latin";"[Amphitruo (to Alumena)] [...] saltem,<span class=""quote""> tute si pudoris egeas, sumas mutuom.</span>";"* Translation (in the quoted edition p. 95): If you lack shame, you could at least borrow some.";"";"@005301 Amphitryon";"";"SuId#004137 assume virtue you don't have";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Literary Studies / Scholarly database";"@006107-414./@006323";"";"";"   Hohl Trillini Regula"
" That one may smile, and smile, and be a villain;";"provisional";"Quintus Flaccus Horatius";"Ars Poetica";"Horatius, Quintus Flaccus.  ""Ars Poetica."" <i>Satires. Epistles. The Art of Poetry. </i>Translated by H. Rushton Fairclough. Loeb Classical Library 194. Cambridge, MA: Harvard University Press, 1926. 442-490.  486.";"1000";"1000";"";"";"Latin";"si carmina condes, <br>
<span class=""quote"">Nunquam te fallant animi sub vulpe latentes </span>";"* Translation (p. 487 of the quoted edition): If you mean to fashion verses, never let the intent that lurks beneath the fox ensnare you.";"";"@005369 Ars Poetica";"";"WoPh#030071 smiling villain";"Work unmarked";"Author unmarked";"Other nonfiction";"Literature and theatre";"";"BODY OF TEXT";"Local reference";"Shakespeare Studies / Scholarly database";"@005235/@006323
Bowring, Sir John. ""Latin Aphorisms and Proverbs."" Transactions of the Royal Historical Society (1872): 82-103.";"";"";"   Hohl Trillini Regula"
" Give every man thy ear, but few thy voice;";"provisional";"Quintus Flaccus Horatius";"Epistula 18";"Horatius, Quintus Flaccus.  ""Epistles."" <i>Satires. Epistles. The Art of Poetry. </i>Trans. H. Rushton Fairclough. Loeb Classical Library 194. Cambridge (MA): Harvard University Press, 1926. 368-377.  374; ""Epistula 18"", lines 67-68.";"1000";"1000";"";"";"Latin";"Protinus ut moneam (si quid monitoris eges tu) <span class=""quote""><br>
quid de quoque viro et cui dicas, saepe videto.</span>";"* Translation (p. 375 of the quoted edition): o continue my advice, if you need advice in aught - think often of what you say, and of whom, and to whom you say it. ";"";"@005415 Epistles (Horace)";"";"WoPa#030081 Polonius' advice to Laertes";"Work unmarked";"Author unmarked";"Poetry unspecified";"";"";"BODY OF TEXT";"Local reference";"Shakespeare Studies / Scholarly database";"@006323/@005235 
Bowring, Sir John. ""Latin Aphorisms and Proverbs."" Transactions of the Royal Historical Society (1872): 82-103.";"";"";"   Hohl Trillini Regula"
" [Reads] 'Horatio, when thou shalt have overlooked";"provisional";"Titus  Livius";"Ab Urbe Condita (History of Rome)";"Livius, Titus.  <i>History of Rome, Volume I: Books 1-2. Trans. B. O. Foster. </i>Loeb Classical Library 114. Cambridge (MA): Harvard University Press, 1919.  82; book 1, part 1, section 24.";"1000";"1000";"";"";"Latin";"Forte in duobus tum exercitibus erant trigemini fratres nec aetate nec viribus dispares. <span class=""quote"">Horatios </span>Curiatiosque fuisse satis constat, nec ferme res antiqua alia est nobilior; tamen in re tam clara nominum error manet, utrius populi <span class=""quote"">Horatii, </psan>utrius Curiatii fuerint. Auctores utroque trahunt; plures tamen invenio qui Romanos <span class=""quote"">Horatios </span>vocent; hos ut sequar inclinat animus. ";"* Translation (p. 83 of the quoted edition): It chanced that there were in each of b.c. 672–640 these armies triplet brothers, not ill-matched either in age or in physical prowess. That they were Horatii and Curiatii is generally allowed, and scarcely any other ancient tradition is better known; yet, in spite of the celebrity of the affair, an uncertainty persists in regard to the names - to which people, that is, the Horatii belonged, and to which the Curiatii. The writers of history are divided.  Still, the majority, I find, call the Roman brothers Horatii, and theirs is the opinion I incline to adopt.";"";"@005351 History of Rome";"";"NaMa#030034 Horatio faithful friend";"Work unmarked";"Author unmarked";"Other nonfiction";"History, (auto-)biography";"";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010019/@006323
Jost, Jacob Sider. ""Hamlet's Horatio as an Allusion to Horace's Odes."" NQ 59.1 (2012): 76-77.";"";"";"   Hohl Trillini Regula"
" Thou know'st 'tis common; all that lives must die,";"provisional";"_ Sophocles";"Electra";"Sophocles.  ""Electra."" <i>Ajax. Electra. Oedipus Tyrannus. </i>Edited and translated by Hugh Lloyd-Jones. Loeb Classical Library 20. Cambridge, MA: Harvard University Press, 1994.  244; line 860.";"1000";"1000";"";"";"Classical Greek";"[Chorus:] <span class=""quote"">πᾶσιν θνατοῖς ἔφυ μόρος.</span>";"* Translation (p. 245 of the quoted edition): For all mortals there is an end.";"";"@005465 Electra (Spc)";"";"SuId#030149 all that lives must die";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"MQ_VERBAL_Generalization";"Shakespeare Studies";"@010050/@010152
Smith, Charles G. Shakespeare's Proverb Lore: His Use of the Sententiae of Leonard Culman and Publilius Syrus. Cambridge (MA): Harvard University Press, 1963.<br>
Baldwin, Thomas Whitfield. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944.";"";"";"   Hohl Trillini Regula"
" Let me not think on't--Frailty, thy name is woman!--";"provisional";"Publius Vergilius Maro";"Aeneid";"Vergilius Maro, Publius.  ""Aeneid."" 2 vols. Vol. 1: <i>Eclogues. Georgics. Aeneid: Books 1-6. </i>Trans. H. Rushton Fairclough. Rev. G. P. Goold. Loeb Classical Library 63. Cambridge, MA: Harvard University Press, 1916. 261-597. Vol. 2: <i>Aeneid Books 7-12. Appendix Vergiliana. </i>Trans. H. Rushton Fairclough. Loeb Classical Library 64. Cambridge (MA): Harvard University Press, 1918.  Vol. 1, 460; book 4, lines 569-570.";"1000";"1000";"";"";"Latin";"""[...] heia age, rumpe moras! <span class=""quote"">varium et mutabile semper <br>
femina."" </span>sic fatus nocti se immiscuit atrae.";"* Translation (p. 461 of the quoted edition): ""[...] Up then, break off delay! A fickle and changeful thing is woman ever."" So he spoke and melted into the black night.";"";"@005482 Aeneid";"";"SuId_GenWom#030182 women are inconstant";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Dialogue";"BODY OF TEXT";"Local reference";"Shakespeare Studies";"@010050/@010152
Baldwin, Thomas Whitfield. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944. 
Smith, Charles G. Shakespeare's Proverb Lore: His Use of the Sententiae of Leonard Culman and Publilius Syrus. Cambridge (Mass.): Harvard University Press, 1963.";"";"";"   Hohl Trillini Regula"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"Publius Ovidius Naso";"Metamorphoses";"Ovidius Naso, Publius. <i> Metamorphoses. </i>Trans. Frank Justus Miller. 2 vols. Loeb Classical Library 42 and 43. Cambridge (MA): Harvard University Press, 1916.  Vol. 1, book 6, lines 682-685.";"1000";"1000";"";"";"Latin";"<span class=""quote"">Boreae </span>Tereus Thracesque nocebant,<br>
dilectaque diu caruit deus Orithyia,<br> 
dum rogat et precibus mavult quam viribus uti [...].";"Translation (<span class=""quote"">Boreas </span>was not favoured because of Tereus and the Thracians; and so the god was long kept from his beloved Orithyia, while he wooed and preferred to use prayers rather than force. ";"";"@005035 Metamorphoses";"";"NaCa#006230 Boreas";"Work by character";"Author unmarked";"";"";"Narrator";"BODY OF TEXT";"";"";"@005769-902.";"";"";"   Hohl Trillini Regula"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"Marcus Annaeus Seneca";"Controversiae";"Seneca, Marcus Annaeus.  ""Controversiae."" <i>Declamations, Volume I: Controversiae, Books 1-6. </i>Trans. Michael Winterbottom. Loeb Classical Library 463. Cambridge (MA): Harvard University Press, 1974.  332.";"1000";"1000";"";"";"Latin";"<span class=""quote"">non enim tibi indicavi nec tam magnum consilium, virilibus quoque animis grave, commisi muliebri garrulitati, quae id solum potest tacere quod nescit.</span>";"* Translation (p. 333 of the quoted edition): You didn't even know about it. I gave you no information; I was not prepared to entrust so important a plan, a burden even on a man's spirit, to the garrulity of a woman, who is only capable of keeping something quiet if she knows nothing of it.";"";"@005509 Controversiae";"";"WoPh#006925 wilt not utter what dost not know";"Work unmarked";"Author unmarked";"Other nonfiction";"";"";"BODY OF TEXT";"";"";"@005508";"";"";"   Hohl Trillini Regula"
" [Reads] 'Horatio, when thou shalt have overlooked";"unedited";"Marcus Annaeus Seneca";"Controversiae";"342; book 2, section 20.";"1000";"1000";"";"";"Latin";"Hispo Romanius maligne et accusatorie ""Nihil"" inquit ""ego isti narraveram; ista, ut erat necesse, <span class=""quote"">aliquid ex vultu, aliquid ex nocturnis vigiliis suspicata est </span>[...].""";"* Translation (p. 343 of the quoted edition): Romanius Hispo said in his malicious and accuser-like manner: ""I had told her nothing; she, inevitably, had her suspicions from my look, from my sleepless nights [...].""";"";"@005509 Controversiae";"";"SuId#006926 troubled sleep";"Work unmarked";"Author unmarked";"Other nonfiction";"";"";"BODY OF TEXT";"";"";"@005508";"";"";"   Hohl Trillini Regula"
" When sorrows come, they come not single spies";"provisional";"Syrus Publilius";"Sententiae";"Publilius Syrus.  ""Sententiae."" <i>Aetna, Calpurnius Siculus, Publilius Syrus, Laus Pisonis, Grattius. Minor Latin Poets, Volume I: Publilius Syrus. Elegies on Maecenas. Grattius. Calpurnius Siculus. Laus Pisonis. Einsiedeln Eclogues. Aetna. </i>Trans. J. Wight Duff and Arnold M. Duff. Loeb Classical Library 284. Cambridge (Mass.): Harvard University Press, 1934. 14-114.  42; line 213.";"1000";"1000";"";"";"Latin";"<span class=""quote"">Fortuna nulli obesse contenta est semel</span>";"* Translation (p. 43 of the quoted edition): Fortune is not content with hurting anyone once.";"";"@005481 Sententiae (Publilius Syrus)";"";"SuId#030698 misfortunes don't come singly";"";"Author unmarked";"Anthology";"";"";"ANTHOLOGY ENTRY";"MQ_GENRE";"Shakespeare Studies";"@005235
Bowring, Sir John. ""Latin Aphorisms and Proverbs."" Transactions of the Royal Historical Society (1872): 82-103. ";"";"";"   Hohl Trillini Regula"
