"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" let to know it is.";"unedited";"George Chapman";"The Widow's Tears";"Chapman, George.  ""The Widow's Tears."" The Plays of George Chapman. Ed. Thomas Marc Parrott. 4 vols. New York: Russell and Russell, 1961. The Comedies, Vol. 1, 363-434.  370; act 1, scene 1, line 152.";"";"";"";"";"English";"[Tharsalio:] No, I will perform <span class=""quote"">[my wooing] in the conqueror's style.</span>";"";"";"@001456_A05_D12 The Widow's Tears";"";"SuId#006902 woo successfully as a soldier";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006094-xxv.";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"George Chapman";"The Widow's Tears";"401; act 3, scene 2, line 1.";"";"";"";"";"English";"[Argus:] <span class=""quote"">A hall, a hall! </span>Who's without there?";"";"";"@001456_A05_D12 The Widow's Tears";"";"WoPh#030069 a hall! Give room";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006094-73.";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"George Chapman";"An Humorous Day's Mirth";"94; scene 14, lines 180-181.";"";"";"";"";"English";"[Lemot:] Oh, rare scripturian, you have sealed up my lips. <span class=""quote"">A hall, a hall! /span>The pageant of the buttery.";"";"";"@001073_A97_D99 A Humorous Day's Mirth, or The Comedy of Humours";"";"WoPh#030069 a hall! Give room";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006094-73.";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"George Chapman";"The Gentleman Usher";"254; act 2, scene 1, line 226.";"";"";"";"";"English";"[Sarpego:] [...] <br>
<span class=""quote"">A hall, a hall! </span>Whist, still, be mum!<br>
For now with silver song they come.";"";"";"@001377_A02_D06 The Gentleman Usher";"";"WoPh#030069 a hall! Give room";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006094-73.";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"_ 0_Anon";"The Tragical Reign of Selimus";"Greene, Robert.  ""The Tragical Reign of Selimus."" The Life and Complete Works of Robert Greene [...]. For the First Time Collected and Edited with Notes and Illustrations etc. 15 vols. Ed. Alexander B. Grosart. Printed for Private Circulation Only. 1881-1886. Vol. 14, 189-291.  261; lines 1736-1739 [normalized spelling].";"";"";"";"";"English";"Bajazet:] Night! thou most ancient grandmother
of all,<br>
First made by <span class=""quote"">Jove, </span>for rest and quiet sleep.<br>
When cheerful day is gone from th' earth's wide hall.<br>
Henceforth thy mantle in black Lethe steep,<br>
And clothe the world in <span class=""quote"">darkness infernal.</span>";"";"";"@000904_A91_D94 The Tragical Reign of Selimus";"";"NaCa#032237 Jove or Jupiter or Zeus / WoTo#006903 darkness infernal";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006456";"[Bajazet:] [...] Night thou most antient grand-mother
of all,<br>
First made by <i>Ioue</i>, for rest and quiet sleepe.<br>
When cheerful day is gon from th' earth's wide hall.<br>
Henceforth thy mantle in blak Lethe steep,<br>
And cloath the world in darknesse infernall.";"Greene, Robert.  ""The Tragical Reign of Selimus."" The Life and Complete Works of Robert Greene [...]. For the First Time Collected and Edited with Notes and Illustrations etc. 15 vols. Ed. Alexander B. Grosart. Printed for Private Circulation Only. 1881-1886. Vol. 14, 189-291.  261; lines 1736-1739. ";"  Hohl Regula"
" let to know it is.";"unedited";"William Shakespeare";"Henry V";"Prologue, lines 33-36.";"";"";"";"";"English";"[Chorus:] [...] for the which supply, <br>
<span class=""quote"">Admit me chorus to this history,</span><br>
Who, prologue-like, your humble patience pray<br>
Gently to hear, kindly to judge our play.";"";"";"@001183_A99_D23 Henry V";"";"WoPh#030178 be Chorus in this tragedy";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006459-E246.";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"Thomas Dekker";"Old Fortunatus";"115; prologue, lines 18-20.";"";"";"";"";"English";"[Prologue:] [...] our Muse intreats<br>
Your thoughts to help poor Art, and to allow,<br>
That I <span class=""quote"">may serve as Chorus to her scenes </span>[...].";"";"";"@001217_A99_D00 Old Fortunatus";"";"WoPh#030178 be Chorus in this tragedy";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006459-E246.";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"Ben Jonson";"Every Man Out Of His Humour";"167; act 5, scene 6.";"";"";"";"";"English";"[Carlo:] Nay, but deare knight, vnderstand <span class=""quote"">(here are none but friends, </span>and such as wish you well) I would ha' you doe this now; Flea me your dogge presently (but in any case keepe the head) and stuffe his skin well with straw, as you see these dead monsters <span class=""quote"">at <i>Bartholmew </i>faire.</span>";"";"";"@001216_A99_D00 Every Man Out Of His Humour";"";"WoPh#030034 here is none but friends / NaBo#001757 Bartholomew Fair";"Work title";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"MQ_TYPOGRAPHY_Italics";"Reading";"";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"William Shakespeare";"Sonnet 3";"Lines 1-2 and 9-12.";"";"";"";"";"English";"<span class=""quote"">Look in thy glass, </span>and tell the face thou viewest,<br>
Now is the time that face should form another,<br>
[...]<br>
<span class=""quote"">Thou art thy mother’s glass, and she in thee<br>
Calls back the lovely April of her prime</span>;<br>
So thou through windows of thine age shalt see,<br>
Despite of wrinkles, this thy golden time.";"";"";"@005154_A09 Sonnets";"";"SuId#006904 young person seeing April face in glass";"Work unmarked";"Author unmarked";"Poetry unspecified";"";"First-person narrator";"BODY OF TEXT";"";"";"@006334";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"William Shakespeare";"Lucrece";"Lines 1758-1759.";"";"";"";"";"English";"[Lucretius:] ""Poor broken <span class=""quote"">glass, I often did behold<br>
In thy sweet semblance my old age new born,</span><br>
But now that fair fresh mirror dim and old<br>
Shows me a bare-boned death by time outworn [...].""";"";"";"@005555 Lucrece";"";"SuId#006904 young person seeing April face in glass";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Dialogue";"BODY OF TEXT";"";"";"@006334";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"Sir John Suckling";"Aglaura";"Suckling, John.  Aglaura. London: John Haviland for Thomas Wackley, 1638.  ";"";"";"";"";"English";"<span class=""quote"">Aglaura</span>";"";"";"@002567_A37_D38 Aglaura";"";"NaBo@002567 Aglaura";"Work title / Work by character";"Author unmarked";"";"";"";"TITLE / CHARACTERNAME";"";"Reading";"";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"";"";"";"";"";"";"";"English";"";"";"";"";"";"";"";"Author unmarked";"";"";"";"";"";"";"";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"John Marston";"The Malcontent";"Marston, John.  ""The Malcontent."" The Plays of John Marston in Three Volumes. Ed. H. Harvey Wood. Edinburgh and London: Oliver and Boyd, 1934-1939. 1:135-218.";"";"";"";"";"English";"<span class=""quote"">Ferneze</span>";"";"";"@001391_A03_D04 The Malcontent";"";"NaCa#006910 Ferneze";"Work by character";"Author unmarked";"";"";"";"CHARACTERNAME";"";"Reading";"";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"Philip Massinger";"The Maid of Honour";"140; act 2, scene 2, lines 38-41 [normalized spelling].";"";"";"";"";"English";"[Page:] [...] But here is<br>
Her gentlewoman, Sirrah hold my cloak,<br>
While I take a leap at her lips, do it and neatly;<br>
Or having first tripped up thy heels, I'll make<br>
Thy back my footstool (kisses Clarinda).<br>
[Sylli:] <span class=""quote"">Tamburlaine </span>in little!<br>
Am I <span class=""quote"">turned Turk! </span>what an office am I put to!";"";"";"@002291_A30_D32 The Maid of Honour";"";"WoTo#030183 turn Turk / NaCa#004029 Tamburlaine";"Work by character";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"Reading";"";"[Page:] [...] But here is<br>
Her gentlewoman, Sirrah hold my cloake,<br>
While I take a leape at her lips, do it and neatly;<br>
Or having first tripp'd up thy heeles, I'll make<br>
Thy backe my footstoole (kisses Clarinda).<br>
[Signor Sylli:] <span class=""quote"">Tamberlaine </span>in little!<br>
Am I <span class=""quote"">turn'd Turke! </span>what an office am I put to!";"D3 recto; act 2, scene 2.";"  Hohl Regula"
" let to know it is.";"unedited";"Nathan Field";"Amends for Ladies";"174; act 1, scene 1, lines 446-456 [normalized spelling].";"";"";"";"";"English";"[Husband:] [...] <span class=""quote"">Come, come you shall not part from me in haste,<br>
I do command thee use this Gentleman<br>
In all things like myselfe, if I should die<br>
I would bequeath him in my will to thee.<br>
Wife. Sir, you are most welcome, and let scandalous 
tongues<br>
No more deter you, I dare use you Sir,<br>
With all the right belonging to a friend,<br>
And what I dare, I dare let all men see.<br>
My conscience rather, then men's thoughts be free.<br>
Husb. Will you look in? We'll follow.</span>";"";"";"@001615_A10_D18 Amends for Ladies";"";"SuMe#030192 complicated leave-taking between friends";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@010049-244.";"[Husband:] [...] <span class=""quote"">Come, come you shall not part from me in hast,<br>
I doe command thee vse this Gentle-man<br>
In all things like my self e, if I should die<br>
I would bequeath him in my will to thee.<br>
Wife. Sir, you are most welcome, and let scandalous 
tongues<br>
No more deterre you, I dare vse you Sir,<br>
With all the right belonging to a friend,<br>
And what I dare, I dare let all men see.<br>
My conscience rather, then mens thoughts be free.<br>
Husb. Will you looke in? Wee'le follow.</span>";"174; act 1, scene 1, lines 446-456.";"  Hohl Regula"
" let to know it is.";"unedited";"Christopher Marlowe";"Tamburlaine Part 2";"Marlowe, Christopher.  ""The Second Part of Tamburlaine The Great."" The Complete Plays. Ed. J. B. Steane. London: Penguin 1986. 179-257.";"";"";"";"";"English";"<span class=""quote"">Tamburlaine</span>";"";"";"@000789_A87_D90 Tamburlaine Part 2";"";"NaCa#004029 Tamburlaine";"Work by character";"Author unmarked";"";"";"";"CHARACTERNAME";"";"";"@006457-39.";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"Christopher Marlowe";"Tamburlaine Part 1";"Marlowe, Christopher.  ""The First Part of Tamburlaine The Great."" The Complete Plays. Ed. J. B. Steane. London: Penguin 1986. 101-178.";"";"";"";"";"English";"<span class=""quote"">Tamburlaine</span>";"";"";"@000784_D90 Tamburlaine Part 1";"";"NaCa#004029 Tamburlaine";"Work by character";"Author unmarked";"";"";"";"CHARACTERNAME";"";"";"@006457-39.";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"William Shakespeare";"Cymbeline";"Act 3, scene 1, lines 51-53.";"";"";"";"";"English";"[Imogen:] [...] O, for <span class=""quote"">a horse with wings!</span> Hear'st thou, Pisanio?<br>
He is at Milford Haven. Read, and tell me<br>
How far 'tis thither.";"This image cluster, a recurring combination of the ideas of ""flight"" and ""sea"" may be prompted by memories of the Icarus myth.";"";"@001623_A10_D23 Cymbeline";"";"CuWa#006913 wing or flight / CuWa#006915 horse or chariot";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@010200-71.";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"William Shakespeare";"Timon of Athens";"Act 1, scene 1, lines 54-59.";"";"";"";"";"English";"[Poet:] [...] My free drift<br>
Halts not particularly but moves itself<br>
In <span class=""quote"">a wide sea of wax. </span>No leveled malice<br>
Infects one comma in the course I hold,<br>
But <span class=""quote"">flies an eagle flight, </span>bold and forth on,<br>
Leaving no tract behind.";"This image cluster, a recurring combination of the ideas of ""wax"", ""flight"" and ""sea"" may be prompted by memories of the Icarus myth.";"";"@001536_A07_D23 Timon of Athens";"";"CuWa#006912 wax / CuWa#006913 wing or flight / CuWa#006916 sea";"Work unmarked";"Author unmarked";"";"";"Dialogue";"BODY OF TEXT";"";"";"@010200-71./@006473-37.";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"_ 0_ / John Marston";"Antonio and Melinda";"";"";"";"";"";"English";"[Pandulpho Feliche:] <span class=""quote"">Ratling thunderclaps break from his lips</span>";"";"";"";"";"";"";"Author unmarked";"";"";"";"";"";"";"@006121-Last accessed 19 November 2019.";"[Pandulpho Feliche:] <span class=""quote"">Ratling thunderclaps break from his lips</span>";"";"  Hohl Regula"
" let to know it is.";"unedited";"George Chapman";"Eastward Ho!";"Marston, John, George Chapman and Ben Jonson.  ""Eastward Ho!."" The Plays of John Marston in Three Volumes. Ed. H. Harvey Wood. Edinburgh and London: Oliver and Boyd, 1934-1939. 3:83-174. ";"";"";"";"";"English";"<span class=""quote"">Hamlet</span>, a footman";"";"";"@001473_A05_D05 Eastward Ho";"";"NaCa#030137 Hamlet";"Work by character";"Author unmarked";"";"";"";"CHARACTERNAME";"";"";"@010018-121.";"";"";"  Hohl Regula"
" let to know it is.";"unedited";"Thomas Nashe";"Summer's Last Will and Testament";"271 [normalized spelling].";"";"";"";"";"English";"[Summer:] <span class=""quote"">Well sung a shepherd (that now sleeps in skies)<br>
Dumb swans do love, and not vain chattering pies.</span>";"";"";"@000941_A92_D00 Summer's Last Will and Testament";"";"NaHu#007018 Sir Philip Sidney / WoKw_NatBir#032478 dumb swans + chattering pies";"";"Author by context";"";"";"Dialogue";"BODY OF TEXT";"";"";"@006075-94. ";"[Summer:] <span class=""quote"">Well sung a shepheard (that now sleepes in skies)<br>
Dumbe swannes do loue, and not vaine chattering pies.</span>";"";"Heeg Stefanie"
