"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" I do not know from what part of the world";"unedited";"William Shakespeare";"The Comedy of Errors";"Shakespeare, William.  The Comedy of Errors.  Act 2, scene 2, lines 120-122.";"1592";"1592";"1592";"1592";"English";"[Adriana:] Ay, ay, Antipholus, <span class=""quote"">look strange and frown.<br>
Some other mistress hath thy sweet aspects.</span><br>
I am not Adriana, nor thy wife.";"This comedy was first published in 1623.";"";"@000944_D23 The Comedy of Errors";"";"WoKw_GenWom#004030 frown + woman";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"";"Secondary (Academic_Shakespeare)";"@006000-71.";"";"";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"Thomas Nashe";"Summer's Last Will and Testament";"Nashe, Thomas.  ""Svmmers Last Will and Testament."" The Works of Thomas Nashe. Ed. Ronald B. McKerrow. Rev. F. P. Wilson. 4 vols. Oxford: Basil Blackwell, 1958. 3:227-295.  267 [spelling normalized].";"1592";"1592";"1592";"1592";"English";"[Bacchus:] <span class=""quote"">Crouch, crouch on your knees, fool, when you pledge god <i>Bacchus</i>. <br></span>
(Here Will Summer drinks,and they sing about him.) [...] <br>
[All:] God Bacchus do him right, and dub him knight. <br> 
[Bacchus:] Rise up, Sir Robert Tospot. <br>
(Here he dubs Will Summer with the blackjack.)";"This comedy was first performed in 1592.";"#008015 LONDON_Archbishop's Palace";"@000941_A92_D00 Summer's Last Will and Testament";"";"SuMe#031146 drinking on your knees";"Work unmarked";"Author unmarked";"Comedy";"";"Dialogue";"BODY OF TEXT";"MQ_TYPOGRAPHY_Italics";"Secondary (Annotated edition_Literature)";"@010002-34.
Ribner, Irving,  ed. The Atheist's Tragedy, or The Honest Man's Revenge. London: The Broadwater Press, 1964.  34.";"[Bacchus:] Crouch, crouch on your knees, foole, when you pledge god Bacchus. <br>
(Here Will Sumer drinks, & they sing about him.) [...] <br>
[All:] God Bacchus doe him right, and dubbe him knight. <br> 
[Bacchus:] Rise vp Sir Robert Tospot. <br>
(Here he dubs Will Summer with the black Iacke.)";"Nashe, Thomas.  A Pleasant Comedie, called Summers last will and Testament. Written by Thomas Nash. London: Simon Stafford for Water Burre, 1600.  D2 recto.";"Reitzer Elliot"
" Devoutly to be wish'd. To die, to sleep;";"provisional";"Samuel Daniel";"Sonnet 54";"Daniel, Samuel.  ""Sonnet 54."" The Complete Works in Prose and Verse. Edited with Memorial Introduction and a Glossarial Index [...]. Ed. Alexander Grosart. 4 vols. For the Spenser Society, 1885.  Vol. 1, 19-77 ""Sonnets to Delia"".  72 [normalized spelling].";"1592";"1592";"1592";"1592";"English";"<span class=""quote"">Care-charmer Sleep, son of the sable Night, <br>
Brother to Death, </span>in silent darkness born, <br>
Relieve my languish, and restore the light; <br>
With dark forgetting of my care return. ";"";"";"@005453_A92 Sonnets to Delia";"";"NaMa#230181 sister to Lethe, brother to death";"Work unmarked";"Author unmarked";"Poetry unspecified";"";"First-person narrator";"BODY OF TEXT";"Local reference";"Secondary (Annotated edition_Literature)";"@010081-82./@006323-Last accessed 10 March 2020.
Adams, Joseph Quincy, Jr.,  ed. John Mason's The Turke edited from the Quartos of 1610 and 1632. Louvain: A. Uytpruyst, 1913.  82.";"";"";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"Thomas Nashe";"Pierce Pennyless' Supplication to the Devil";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell."" The Works of Thomas Nashe. Ed. Ronald B. McKerrow. Rev. F. P. Wilson. 5 vols. Oxford: Basil Blackwell, 1958. 1:137-245.  212 [normalized spelling].";"1592";"1592";"1592";"1592";"English";"How would it have joyed <span class=""quote"">brave Talbot (the terror of the French) </span>to think that [...].";"";"";"@005480 Pierce Pennyless' Supplication to the Devil";"";"NaHu#007010 John Talbot, 1st Earl of Shrewsbury / NaMa#004196 Talbot the terror of the French";"Work by character";"Author unmarked";"Prose unspecified";"";"Narrator";"BODY OF TEXT";"";"Secondary (Academic_Shakespeare)";"@010000-5
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 1, 5.";"How would it have joyed <span class=""quote"">brave Talbot (the terror of the French) </span>to thinke that [...].";"Nashe, Thomas.  ""Pierce Pennilesse, his Supplication to the Divell."" The Works of Thomas Nashe. Ed. Ronald B. McKerrow. Rev. F. P. Wilson. 5 vols. Oxford: Basil Blackwell, 1958. 1:137-245.  212.";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Henry VI Part 1";"Shakespeare, William.  Henry VI Part 1.  Act 1, scene 4, lines 42-44";"1592";"1592";"1592";"1592";"English";"[Talbot:] With scoffs and scorns and contumelious taunts.<br>
In open marketplace produced they me<br>
To be a public spectacle to all.<br>
""Here,"" said they, <span class=""quote"">""is the terror of the French,<br> </span>
The scarecrow that affrights our children so.""";"";"";"@000919_A92_D23 Henry VI Part 1";"";"NaHu#007010 John Talbot, 1st Earl of Shrewsbury / NaMa#004196 Talbot the terror of the French";"Work unmarked";"Author unmarked";"History";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010000-1:5.
Munro, John, Clement Mansfield Ingleby et al.,  eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 1, 5.";"";"";"  Hohl Regula"
" beautified Ophelia,'--";"provisional";"Robert Greene";"Greene's Groat's-Worth of Wit";"Greene, Robert.  ""Greene's Groatsworth of Wit."" The Life and Complete Works of Robert Greene [...]. For the First Time Collected and Edited with Notes and Illustrations etc. 15 vols. Ed. Alexander B. Grosart. Printed for Private Circulation Only. 1881-1886. Vol. 12, 95-150.  144 [normalized spelling].";"1592";"1592";"1592";"1592";"English";"Yes, trust them not, for there is an upstart crow, <span class=""quote"">beautified</span> with our feathers, that with his <span class=""quote"">tiger's heart wrapped in a player's hide</span> supposes he is as well able to bombast out a blank verse as the best of you, and, <span class=""quote"">being an absolute Johannes factotum, </span>is in his own conceit the only Shake-scene in a country.";"";"";"@005062 Greene's Groat's-Worth of Wit";"";"WoMo#030217 beautified / NaHu#007000 William Shakespeare / WoPh_NatAni#230186 tiger's heart wrapped in woman's hide / SuMe#230187 absolute = unequivocal";"Work unmarked";"Author epithet";"Nonfiction unspecified";"";"Narrator";"BODY OF TEXT";"";"Secondary (Academic_Shakespeare)";"@010076/@010000
Anders, H. R. D. Shakespeare's Books. Berlin: Georg Reimer, 1904.<br>
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. ";"Yes, trust them not, for there is an upstart crow, <span class=""quote"">beautified</span> with our feathers, that with his <span class=""quote"">tiger's heart wrapped in a player's hide</span> supposes he is as well able to bombast out a blank verse as the best of you, and, <span class=""quote"">being an absolute Johannes factotum, </span>is in his own conceit the only Shake-scene in a country.";"Greene, Robert.  Groatsworth of Wit. London: William Wright, 1592.  15.";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"Thomas Churchyard";"Churchyard's Challenge";"Churchyard, Thomas.  Churchyards challenge. London: John Wolfe, 1593.  240 [normalized spelling].";"1593";"1593";"1593";"1593";"English";"And would not pluck the rains of bridle back:<br>
 I could tell why, but <span class=""quote"">thereby hangs a tale</span>, <br>
Would make me blush and show of grace great lack.<br>";"";"";"@005026 Churchyard's Challenge";"";"WoPh#035082 thereby hangs a tale";"Work unmarked";"Author unmarked";"Prose unspecified";"";"Narrator";"BODY OF TEXT";"";"Electronic search (Fulltext database_Literature)";"@010048";"And would not plucke the raines of bridle back:<br>
 I could tell why, but <span class=""quote"">therby hangs a tale</span>, <br>
Would make me blush and shew of grace great lacke.";"Churchyard, Thomas.  Churchyards challenge. London: John Wolfe, 1593.  240.";"  Hohl Regula"
" I do not know from what part of the world";"unedited";"William Shakespeare";"Richard III";"Shakespeare, William.  Richard III.  Act 2, scene 4, line 55.";"1593";"1593";"1593";"1593";"English";"[Queen Elizabeth:] [...] <span class=""quote"">The tiger now hath seized the gentle hind.</span>";"";"#009006 Derby's Men / #008000 LONDON_Unknown venue";"@000950_A93_D23 Richard III";"";"SuId_NatAni#030204 cruel savage tiger";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010051-65./@010000
Voigt, Hermann.  Gleichnisse und Metaphern in Shakespeare's Dramen und in seinen Quellenschriften. PhD. Strassburg: Elsass-Lothringische Druckerei, 1908.  65.";"";"";"Reitzer Elliot"
" I do not know from what part of the world";"unedited";"Christopher Marlowe";"The Massacre at Paris";"Marlowe, Christopher.  ""The Massacre at Paris."" The Complete Plays. Ed. J. B. Steane. London: Penguin 1986. 535-584.  570; act 4, scene 5, line 58.";"1593";"1593";"1593";"1593";"English";"[King:]<span class=""quote""> I cannot brook thy haughty insolence </span>[...].";"";"#009020 Lord Strange's Men / #008022 LONDON_The Rose Theatre";"@000947_A93 The Massacre at Paris";"";"WoPh#030013 cannot brook these";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Academic_Literature)";"@010029-6.
Murphy, Donna N.  The Marlowe Shakespeare Continuum: Christopher Marlowe, Thomas Nashe, and Authorship of Early Shakespeare and Anonymous Plays. Newcastle, 2013.  6.";"";"";"Heeg Stefanie"
" I do not know from what part of the world";"unedited";"Christopher Marlowe";"Lucan's First Book";"Marlowe, Christopher.  ""Lucan's First Book."" The Poems. Christopher Marlowe. Ed. Millar Maclure. London: Methuen, 1968. 219-254.  240; line 390 [normalized spelling].";"1593";"1593";"1593";"1593";"English";"[...] <span class=""quote"">As when against pine-bearing Ossa's rocks </span><br>
Beats Thracian Boreas [...].";"";"";"@005005 Lucan's First Book";"";"WoPh_NatPla#032052 pine-bearing / NaVn#008032 GREECE_Mount Ossa";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Narrator";"BODY OF TEXT";"Local reference";"Secondary (Academic_Literature)";"@010029-6.
Murphy, Donna N.  The Marlowe Shakespeare Continuum: Christopher Marlowe, Thomas Nashe, and Authorship of Early Shakespeare and Anonymous Plays. Newcastle, 2013.  6.";"[...] <span class=""quote"">As when against pine bearing Ossa's rocks </span><br>
Beats Thracian Boreas [...].";"Marlowe, Christopher.  ""Lucan's First Book."" The Poems. Christopher Marlowe. Ed. Millar Maclure. London: Methuen, 1968. 219-254.  240; line 390.";"Heeg Stefanie"
" I do not know from what part of the world";"unedited";"Christopher Marlowe";"Lucan's First Book";"Marlowe, Christopher.  ""Lucan's First Book."" The Poems. Christopher Marlowe. Ed. Millar Maclure. London: Methuen, 1968. 219-254.  254; lines 688-689 [normalized spelling].";"1593";"1593";"1593";"1593";"English";"[...] To <span class=""quote"">the pine bearing hills, </span>hence to the mounts [...]";"";"";"@005005 Lucan's First Book";"";"WoPh_NatPla#032052 pine-bearing";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Narrator";"BODY OF TEXT";"Local reference";"Electronic search (Fulltext database_Literature)";"@010001";"[...] To <span class=""quote"">To the pine bearing hils, </span>hence to the mounts [...]";"Marlowe, Christopher.  ""Lucan's First Book."" The Poems. Christopher Marlowe. Ed. Millar Maclure. London: Methuen, 1968. 219-254.  254; lines 688-689.";"Heeg Stefanie"
" I do not know from what part of the world";"unedited";"George Chapman / Christopher Marlowe";"Hero and Leander";"Marlowe, Christopher and George Chapman.  ""Hero and Leander."" The Poems. Christopher Marlowe. Ed. Millar Maclure. London: Methuen, 1968. 1-104.  11; sestiad 1, line 116.";"1593";"1593";"1593";"1593";"English";"[...]<span class=""quote""> From steep pine-bearing mountains to the plain</span> [...].";"";"";"@005006 Hero and Leander";"";"WoPh_NatPla#032052 pine-bearing";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Narrator";"BODY OF TEXT";"Local reference";"Secondary (Academic_Literature)";"@010029-6.
Murphy, Donna N.  The Marlowe Shakespeare Continuum: Christopher Marlowe, Thomas Nashe, and Authorship of Early Shakespeare and Anonymous Plays. Newcastle, 2013.  6.";"";"";"Heeg Stefanie"
