"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" 'Thine evermore most dear lady, whilst";"provisional";"Marcellus Stellatus Palingenius";"Zodiacus Vitae";"Palingenius, Marcellus Stellatus.  <i>Zodiacus Vitae. Ed. Jacques Chomarat. </i>Geneva: Librairie Droz, 1996.  125; book 4 ""Cancer"".";"1543";"1543";"1543";"1543";"Latin";"[...] demum totius <span class=""quote"">machina mundi<br></span>
Hoc stat, et hoc durat tot iam per saecula nexu.";"";"";"@005108 Zodiacus Vitae";"";"WoPh#032168 machina mundi";"Work unmarked";"Author unmarked";"Epic and verse narrative";"";"Narrator";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010152-2:668.
Baldwin, Thomas Whitfield.  William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944. ";"";"";"  Hohl Regula"
" Thou know'st 'tis common; all that lives must die,";"provisional";"Dionysius  Cato";"Catonis Disticha";"Cato, Dionysius.  ""Distichs of Cato."" <i>Minor Latin Poets, Volume II: Florus. Hadrian. Nemesianus. Reposianus. Tiberianus. Dicta Catonis. Phoenix. Avianus. Rutilius Namatianus. Others. </i>Trans. J. Wight Duff, Arnold M. Duff. Loeb Classical Library 434. Cambridge, MA: Harvard University Press, 1934. 585-642.  624.";"1555";"1555";"1555";"1555";"Latin";"Dispar vivendi ratio est, <span class=""quote"">mors omnibus una.</span>";"";"";"@005300 Catonis Disticha";"";"SuId#030149 all that lives must die";"Work unmarked";"Author unmarked";"Anthology";"";"";"ANTHOLOGY ENTRY";"MQ_VERBAL_Generalization";"Reading";"";"";"";"  Hohl Regula"
" Let him bless thee too.";"unedited";"Marcus Tullius Cicero / John Dolman";"Those Five Questions (Tusculanae)";"Dolman, John. <i>Those fyue questions, which Marke Tullye Cicero, disputed in his manor of Tusculanum: written afterwardes by him, in as manye bookes, to his frende, and familiar Brutus, in the Latine tounge. And nowe, oute of the same translated, & englished, by Iohn Dolman, studente and felowe of the Inner Temple. </i>London: Thomas Marsh, 1561.  Q6 verso [normalized spelling].";"1561";"1561";"1561";"1561";"English";"Whereupon, there is a merry jest of Bion. Saying that <span class=""quote""> the foolish king pulled off his hair, as though baldness would help his sorrow.</span>";"";"";"@005030 Those Five Questions (Tusculanae)";"";"WoPh#032306 baldness curing grief";"Work unmarked";"Author unmarked";"Nonfiction unspecified";"Philosophy, religion";"";"BODY OF TEXT";"Local reference";"Secondary (Annotated edition_Literature)";"@005134-2:300.";"Whereupon, there is a merye ieste of Byon. Sayenge that <span class=""quote""> the foolyshe king pulled of his heare, as though baldnes would helpe his sorowe.</span>";"Dolman, John.  Those fyue questions, which Marke Tullye Cicero, disputed in his manor of Tusculanum: written afterwardes by him, in as manye bookes, to his frende, and familiar Brutus, in the Latine tounge. And nowe, oute of the same translated, & englished, by Iohn Dolman, studente and felowe of the Inner Temple. London: Thomas Marsh, 1561.  Q6 verso.";"Heeg Stefanie"
" Let him bless thee too.";"provisional";"Juan Luis Vives";"Linguae Latinae Exercitatio";"Vives, Juan Luis.  <i>Lingvae Latinae Exercitatio. </i>Antwerp, 1561.  129. Quoted in: Thomas Whitfield Baldwin. <i>William Shakspere's Small Latine and Lesse Greeke.</i> 2 vols. Urbana: University of Illinois Press, 1944. 1:729.";"1561";"1561";"1561";"1561";"Latin";"But the crowd of our nobility do not follow the precept (as to the value of writing), for <span class=""quote"">they think it is a fine and becoming thing not to know how to form their letters. </span>You would say their writing was the scratching of hens, and unless you were warned beforehand whose hand it was, you would never guess.";"";"";"@005111 Linguae Latinae Exercitatio";"";"SuMe#030763 fair writing";"Work unmarked";"Author unmarked";"Educational";"Linguistics";"";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010152
Baldwin, Thomas Whitfield. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944. ";"";"";"  Hohl Regula"
" Let him bless thee too.";"unedited";"Thomas Norton / Sir Thomas Sackville";"Gorboduc";"Anon.  <i>The Tragidie of Ferrex and Porrex set forth without addition or alteration but altogether as the same was shewed on stage before the Queenes Majestie [...]. </i>London: John Day, 1570.  D3 recto [normalized spelling].";"1562";"1562";"1562";"1562";"English";"[Philander:] [...] <br>
<span class=""quote""><b>,,</b>O most unhappy state of counsellors,<br>
<b>,,</b>that light on so unhappy lords and times<br>
<b>,,</b>That neither can their good advice be heard<br>
<b>,,</b>Yes must they bear the blames of ill success.</span>";"* The commonplace markers at the beginning of these lines indicate a quotable <i>sententia</i>, whose origin has not yet been traced.";"#008011 LONDON_Inner Temple";"@000351 Gorboduc";"";"WoPh#004155 O most unhappy state";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"MQ_TYPOGRAPHY_Commonplace";"Secondary (Academic_Literature)";"@006116
Hunter";"[Philander:] [...] <br>
<span class=""quote""><b>,,</b>O most unhappy state of counseliers,<br>
<b>,,</b>that light on so unhappy lordes and times<br>
<b>,,</b>That neither can their good advise be heard<br>
<b>,,</b>Yes must they beare the blames of ill successe.</span>";"Anon.  <i>The Tragidie of Ferrex and Porrex set forth without addition or alteration but altogether as the same was shewed on stage before the Queenes Majestie [...]. </i>London: John Day, 1570.  D3 recto.";"  Hohl Regula"
" Let him bless thee too.";"unedited";"Thomas Norton / Sir Thomas Sackville";"Gorboduc";"Anon.  <i>The Tragidie of Ferrex and Porrex set forth without addition or alteration but altogether as the same was shewed on stage before the Queenes Majestie [...]. </i>London: John Day, 1570.  D4 recto [normalized spelling].";"1562";"1562";"1562";"1562";"English";"[Gorboduc:] [...] <span class=""quote""><b>,,</b><br>
Oh no man happy, till his end be seen.</span>";"* The commonplace markers at the beginning of this line indicate a quotable phrase, whose origin has not yet been traced.";"";"@000351 Gorboduc";"";"SuId#004156 dont evaluate life before end";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"MQ_TYPOGRAPHY_Commonplace";"Secondary (Academic_Literature)";"@006116
Hunter";"[Gorboduc:] [...]<br>
<span class=""quote""><b>,,</b>Oh no man happie, till his ende be seene.</span>";"Anon.  <i>The Tragidie of Ferrex and Porrex set forth without addition or alteration but altogether as the same was shewed on stage before the Queenes Majestie [...]. </i>London: John Day, 1570.  D4 recto.";"  Hohl Regula"
" Let him bless thee too.";"unedited";"Thomas Norton / Sir Thomas Sackville";"Gorboduc";"Anon.  The Tragidie of Ferrex and Porrex set forth without addition or alteration but altogether as the same was shewed on stage before the Queenes Majestie [...]. London: John Day, 1570.";"1562";"1562";"";"";"English";"<span class=""quote"">King Gorboduc</span>";"";"";"@000351 Gorboduc";"";"NaCa#032496 King Gorboduc";"Work by character";"Author unmarked";"";"";"";"CHARACTERNAME";"";"";"@006444-93.";"";"";"Heeg Stefanie"
" For thou dost know, O Damon dear,";"provisional";"Richard Edwards";"Damon and Pythias";"Edwards, Richard.  ""Damon and Pythias."" <i>The Works of Richard Edwards. </i>Ed. Ros King. The Revels Plays Companion Library. Manchester and New York: Manchester University Press, 2001. 109-184.";"1564";"1564";"1564";"1564";"English";"<span class=""quote"">Damon and Pythias</span>";"** This comedy was first performed in 1564.";"#009011 Children of the Chapel Royal";"@000389 Damon and Pythias";"";"NaCa#032236 Damon and Pythias / NaBo@000389 Damon and Pythias";"Work by character";"Author unmarked";"Comedy";"";"";"TITLE / CHARACTERNAME";"";"Secondary (Academic_Literature)";"@005563-3:34.";"The excellent Comedie of two the moste faithfullest Freendes, <span class=""quote"">Damon and Pithias</span>";"Edwards, Richard.  The excellent Comedie of two the moste faithfullest Freendes, Damon and Pithias. Made by Maister Edwards, then beynge Maister of the Children. As the same was shewed before the Queenes Maiestie, by the Children of her Graces Chappell, except the Prologue that is somewhat altered for the proper vse of them that hereafter shall haue occasion to plaie it, either in Priuate, or open Audience. London: Richard Iohnes, 1571.";"  Hohl Regula"
" Let him bless thee too.";"unedited";"Arthur Golding / Publius Ovidius Naso";"Ovids Metamorphoses";"Golding, Arthur and Publius Ovidius Naso.  The xv Bookes of P. Ouidius Naso, entytuled Metamorphosis, translated oute of Latin into English meeter, by Arthur Golding [...]. A worke very pleasaunt and delectable. London: William Seres, 1567.  35 verso; book 3, line 431.";"1567";"1567";"1567";"1567";"English";"<span class=""quote"">Narcissus</span> did she call his name.";"";"";"@005282 Ovid's Metamorphoses (Golding)";"";"NaCa#004023 Narcissus";"Work by character";"Author unmarked";"Epic and verse narrative";"";"";"CHARACTERNAME";"";"Secondary (Annotated edition_Literature)";"@010049-246.
Peery, William. The Plays of Nathan Field: Edited from the Original Quartos with Introduction and Notes. Austin: The University of Texas Press, 1950. 246.";"";"";"  Hohl Regula"
" Let me not think on't--Frailty, thy name is woman!--";"provisional";"John Jewel";"On the State of Matrimony";"Jewel, John.  The Two Books of Homilies. Appointed to Be Read in Churches. Ed. John Griffiths. Oxford: Oxford University Press, 1859.  500-515, esp. 503; homily 18 ""On the State of Matrimony"".";"1571";"1571";"1571";"1571";"English";"<span class=""quote"">The woman is a weak creature </span> [...]<span class=""quote""> She is the weaker vessel, of a frail heat, inconstant </span>[...]. <br>
<span class=""quote"">The woman is the more frail part </span>[...]. <br>
<span class=""quote"">The woman is a frail vessel.</span>";"";"";"@005037 Homilies (Jewel)";"";"SuId_GenWom#030182 women are weak";"Work unmarked";"Author unmarked";"Speech or lecture or sermon";"Philosophy, religion / Sociology, lifestyle, travel";"";"BODY OF TEXT";"MQ_VERBAL_Generalization";"Secondary (Academic_Shakespeare)";"@010030/@010020/@010131/@010064

Shaheen, Naseeb. Biblical References in Shakespeare's Plays. Newark: University of Delaware Press, 1999.<br>
Shaheen, Naseeb. Biblical References in Shakespeare's Tragedies. Newark: University of Delaware Press, 1987. <br>
Milward, Peter. ""The Homiletic Tradition in Shakespeare's Plays."" Shakespeare Studies 5 (1966-1967): 72-87.<br>
Rosinger, Lawrence. ""Hamlet and the Homilies."" Shakespeare Quarterly 26.3 (Summer 1975): 299-301.";"";"";"  Hohl Regula"
" Let him bless thee too.";"unedited";"Robert Wilson";"The Three Ladies of London";"Wilson, Robert. <i> A right excellent and famous Comoedy called the three Ladies of London [...]. </i>London: Roger Warde 1584.";"1581";"1581";"1581";"1581";"English";"<span class=""quote"">The Three Ladies of London</span>";"";"";"@000700_A82_D84 A Three Ladies of London";"";"WoMo#006981 London / WoPh@006984 Three Ladies of London";"Work unmarked";"Author unmarked";"Masque or other";"";"";"TITLE";"";"Reading";"";"";"";"  Hohl Regula"
" Let him bless thee too.";"unedited";"Robert Wilson";"The Three Ladies of London";"Wilson, Robert. <i> A right excellent and famous Comoedy called the three Ladies of London [...]. </i>London: Roger Warde 1584.  A2 recto; Prologue, line 5 [normalized spelling].";"1581";"1581";"1581";"1581";"English";"[Prologue] We search not<span class=""quote""> Pluto's pensive </span>pit, nor taste of Limbo lake.";"";"#009025 Leicester's Men / #008002 LONDON_The Theatre";"@000700_A82_D84 A Three Ladies of London";"";"NaMa#032249 Plutos grave / NaCa#004027 Pluto Hades Dis";"Work unmarked";"Author unmarked";"Masque or other";"";"Dialogue";"BODY OF TEXT";"Local reference";"Secondary (Annotated edition_Literature)";"@010158-71. ";"[Prologue] We search not Plutos pensiue pit, nor tast of Limbo lake";"Wilson, Robert.  A right excellent and famous Comoedy called the three Ladies of London [...]. London: Roger Warde 1584.  A2 recto; Prologue, line 5.";"Heeg Stefanie"
" There's rosemary, that's for remembrance; pray,";"provisional";"Clement Robinson";"A Nosegay Always Sweet";"Robinson, Clement.  <i>A Handefull of pleasant delites. </i>London: Richard Ihones et al., 1584.  A2 verso; """"A Nosegaie alvvaies sweet, for Louers to send for Tokens, of loue, at Newyeres tide, or for fairings, as they in their minds shall be disposed to write"", lines 25-28 [normalized spelling]. ";"1584";"1584";"1584";"1584";"English";"<span class=""quote"">Rosemary is for remembrance</span>, <br>
between us day and night: <br>
Wishing that I might always have, <br>
you present in my sight.";"";"";"@005065 A Nosegay Always Sweet";"";"WoPh_NatPla#030329 rosemary for remembrance";"Work unmarked";"Author unmarked";"Poetry unspecified";"";"First-person narrator";"BODY OF TEXT";"Local reference";"Secondary (Annotated edition_Shakespeare)";"@010082/@006323-Last accessed 10 March 2020.
Shakespeare, William. Hamlet. The Oxford Shakespeare. Ed. G. R. Hibbard. Oxford and New York: Oxford University Press, 1994.";"<span class=""quote"">Rosemarie is for remembrance</span>, <br>
betweene vs daie and night: <br>
Wishing that I might alwaies haue, <br>
you present in my sight.";"Robinson, Clement.  <i>A Handefull of pleasant delites. </i>London: Richard Ihones et al., 1584.  A2 verso; """"A Nosegaie alvvaies sweet, for Louers to send for Tokens, of loue, at Newyeres tide, or for fairings, as they in their minds shall be disposed to write"", lines 25-28.";"  Hohl Regula"
" And with a sudden vigour doth posset";"provisional";"Timothy Bright";"Treatise of Melancholy";"Bright, Timothy.  <i>Treatise of Melancholie. </i>London: T. Vautrollier, 1586.  A7 recto [13] [normalized spelling].";"1586";"1586";"1586";"1586";"English";"Hereof is the bone nourished, as hard as metal;<span class=""quote"">the brain as tender as a posset curd</span> [...].";"* In addition to direct echoes, Shakespeare ""seems to have used many of the traits of Bright's case-histories"" for Hamlet's symptoms of melancholy (Kenneth Muir. The Sources of Shakespeare's Plays. London: Methuen, 1977. 167).";"";"@005034 Treatise of Melancholy";"";"WoPh#030028 posset curd";"Work unmarked";"Author unmarked";"Nonfiction unspecified";"";"";"BODY OF TEXT";"Local reference";"Secondary (Academic_Shakespeare)";"@010030/@010074/@010030-13./@010200
Muir, Kenneth. The Sources of Shakespeare's Plays. London: Methuen, 1977.<br>
Shaheen, Naseeb. Biblical References in Shakespeare's Tragedies. Newark: University of Delaware Press, 1999. <br>
Wilson, Dover J.  What Happens in Hamlet? Cambridge: Cambridge University Press, 2003. 13.";"Hereof is the bone nourished, as hard as mettall;<span class=""quote"">the braine as tender as a posset curd</span> [...].";"Bright, Timothy.  <i>Treatise of Melancholie. </i>London: T. Vautrollier, 1586.  A7 recto [13] [normalized spelling].";"  Hohl Regula"
" Let him bless thee too.";"unedited";"Thomas Kyd";"The Spanish Tragedy";"";"1587";"1587";"";"";"English";"<span class=""quote"">Belimperia</span>";"";"";"@000783_D92 Spanish Tragedy";"";"NaCa#032505 Belimperia";"Work by character";"Author unmarked";"";"";"";"CHARACTERNAME";"";"";"@006444-102.";"";"";"Heeg Stefanie"
" Let him bless thee too.";"unedited";"Christopher Marlowe";"Tamburlaine Part 2";"Marlowe, Christopher.  ""The Second Part of Tamburlaine The Great."" The Complete Plays. Ed. J. B. Steane. London: Penguin 1986. 179-257.  257, act 5, scene 3, line 249.";"1587";"1587";"1587";"1587";"English";"[Tamburlaine:] <span class=""quote"">For Tamburlaine, the scourge of God, must die.</span>";"";"";"@000789_A87_D90 Tamburlaine Part 2";"";"NaMa#032250 Tamburlaine must die / NaCa#004029 Tamburlaine";"Work by character";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"";"Secondary (Annotated edition_Literature)";"@010158-75.";"";"";"Heeg Stefanie"
" Let him bless thee too.";"unedited";"George Peele";"The Battle of Alcazar";"Peele, George.  ""The Battle of Alcazar."" Ed. Frank S. Hook. <i>The Life and Works of George Peele. </i>3 vols. New Haven and Lonson: Yale University Press, 1961. 2:293-347.  335-336; act 4, scene 1 [normalized spelling].";"1588";"1588";"1588";"1588";"English";"[Moor:] [...] And honour of undoubted victory, <br>
Makes me exclaim upon this dastard flight.  <br>
Why, king Sebastian, wilt thou now<span class=""quote""> forslow</span>,  <br>
And let so great a glory slip thy hands?  ";"";"";"@000811_A89_D94 The Battle of Alcazar";"Samuel Rowley";"WoMo#032073 forslow";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"";"Secondary (Annotated edition_Literature)";"@010158-114.";"[Muly Mahamet:] And honor of undoubted victorie, <br>
Makes me exclime upon this dastard flight.  <br>
Why king Sebastian, wilt thou now fore-slow,  <br>
And let so great a glorie slip thy hands?  ";"Peele, George.  ""The Battle of Alcazar."" Ed. Frank S. Hook. <i>The Life and Works of George Peele. </i>3 vols. New Haven and Lonson: Yale University Press, 1961. 2:293-347.  336-337; act 4, scene 1.";"Heeg Stefanie"
" Let him bless thee too.";"unedited";"George Peele";"The Battle of Alcazar";"Peele, George.  ""The Battle of Alcazar."" Ed. Frank S. Hook. The Life and Works of George Peele. 3 vols. New Haven and Lonson: Yale University Press, 1961. 2:293-347.  341, lines 1267-1260 and 342, lines 1288-1289; act 5, scene 1 [normalized spelling].";"1588";"1588";"1588";"1588";"English";"[Muly Mahamet:] Villain, <span class=""quote"">a horse.</span><br>
[Boy:] Oh my Lord, if you return you die.<br>
[Muly Mahamet:] Villain I say, give me <span class=""quote"">a horse to fly,<br></span>
To swim the river villain, and to flie.<br><br>

[Muly Mahamet:] <span class=""quote"">A horse, a horse, villain a horse, <br></span>
That I may take the river straight and fly.";"";"";"@000811_A89_D94 The Battle of Alcazar";"";"WoSn_NatAn_CulCou#730026 an x an x my y for an x";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"";"Secondary (Annotated edition_Literature)";"@010158-122.";"[Muly Mahamet:] Villaine, a horse.<br>
[Boy:] Oh my Lord, if you returne you die.<br>
[Muly Mahamet:] Villaine I saie, give me a horse to flie,<br>
To swimme the river villaine, and to flie.<br><br>

[Muly Mahamet:] A horse, a horse, villaine a horse, <br>
That I may take the river straight and flie.";"Peele, George.  ""The Battle of Alcazar."" Ed. Frank S. Hook. The Life and Works of George Peele. 3 vols. New Haven and Lonson: Yale University Press, 1961. 2:293-347.  341, lines 1267-1260 and 342, lines 1288-1289; act 5, scene 1.";"Heeg Stefanie"
" 'The rugged Pyrrhus, like the Hyrcanian beast,'--";"provisional";"Christopher Marlowe / Thomas Nashe";"Dido, Queen of Carthage";"Marlowe, Christopher and Thomas Nashe.  ""Dido, Queen of Carthage."" <i>The Complete Plays. </i>Ed. J. B. Steane. London: Penguin 1986. 41-99.  61; act 5, scene 1, 156-160.";"1588";"1588";"1588";"1588";"English";"[Dido:] [...] Thy <span class=""quote"">mother </span>was no goddess, perjured
man,<br>
Nor Dardanus the author of thy stock;<br>
But thou art sprung from <span class=""quote"">Scythian Caucasus,</span><br>
And <span class=""quote"">tigers of Hercynia gave thee suck.</span>";"* This passage represents several elements of the ""Tiger Cluster"", a combination of images which recurs in Shakespeare's plays and may be derived from his reading of Virgil's <i>Aeneid</i> (cf. Barbara Sträuli.  ""Word and Image Clusters in Shakespeare."" Swiss Papers in English Language and Literature (SPELL) 3 The Structure of Texts (1987): 133-157, esp. 145. https://www.e-periodica.ch/cntmng?pid=spe-001:1987:3::281).";"";"@000820_A94_D94 Dido, Queen of Carthage";"";"CuTi_NatAni#004080 ravenous Hyrcanian tiger / CuTi_NatLan#004084 rock or marble heart / CuTi#004085 queen or mother / CuTi#004096 milk or suckling";"Work unmarked";"Author unmarked";"Tragedy";"";"Dialogue";"BODY OF TEXT";"";"Secondary (Academic_Shakespeare)";"@0100200/@010070/@006070/@005655-40.";"";"";"  Hohl Regula"
