"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" I should be greeted, if not from Lord Hamlet.";"unedited";"_ 0_Anon";"The Book of Common Prayer";"Anon.  ""The Book of Common Prayer."" The booke of common prayer, and administration of the sacramentes and other rites and ceremonies in the Churche of England. London: Richardi Iugge and Iohannis Cavvood, 1562.  358; section ""Burial Service"".";"1562";"1562";"1562";"1562";"English";"[...] <span class=""quote"">ashes to ashes</span> [...].";"page erference and section title need checking.";"";"@005583 Book of Common Prayer";"2-word phrase";"#002172 ashes to ashes";"Unmarked";"Unmarked";"Bible or religious pamphlet";"Philosophy, religion  / tbe / need to fix biblio and normalised title after transfer";"";"Body of text";"Local reference";"Shakespeare Studies";"@010151";"";"";"  Hohl Trillini Regula"
" Or to take arms against a sea of troubles,";"unedited";"_ 0_Anon";"The Book of Common Prayer";"Church of England.  ""The Book of Common Prayer."" The booke of common prayer, and administration of the sacramentes and other rites and ceremonies in the Churche of England. London: Richardi Iugge and Iohannis Cawood, 1562.  310; section ""Publique Baptism"" [normalised spelling].";"1562";"1562";"1562";"1562";"English";"[...] May so pass <span class=""quote"">the waves of this troublesome world</span> [...].";"";"";"@005583 Book of Common Prayer";"2-word phrase";"#000182 PHRASE sea of troubles";"Unmarked";"Unmarked";"Bible or religious pamphlet";"Philosophy, religion  / need to fix biblio and normalised title after transfer";"";"Body of text";"Local reference";"Shakespeare Studies";"@010082
Shaheen, Naseeb. Biblical References in Shakespeare's Tragedies. Newark: University of Delaware Press, 1987. ";"May so passe <span class=""quote"">the waues of this troublesome world</span>";"Church of England.  ""Publique Baptism"". The booke of common prayer, and administration of the sacramentes and other rites and ceremonies in the Churche of England. London: Richardi Iugge and Iohannis Cavvood, 1562.  308-316.  310.";"  Hohl Trillini Regula"
" Like Niobe, all tears:--why she, even she--";"unedited";"Richard Rainolde";"The Foundation of Rhetoric";"Rainolde, Richard.  Foundacion of Rhetorike. 1563.";"1563";"1563";"1563";"1563";"HAS SEVERAL LEXIAS!";"<span class=""annotation"">Discusses the story of <span><span class=""quote"">Niobe </span><span class=""annotation"">by way of showing how to devise a lament from Niobe's perspective.</span>";"";"";"@005018 The Foundation of Rhetoric";"motif with name";"#000372 MOTIF WITH NAME - Niobe, all tears / #002242 CHARACTER - Niobe";"Character name (main)";"Unmarked";"Not specified";"Linguistics / tbe";"";"Body of text";"Local reference";"Shakespeare Studies";"@010224
Schleiner, Louise.  ""Latinized Greek Drama in Shakespeare's Writing of Hamlet."" Shakespeare Quarterly 41.1 (Spring 1990): 29-48.";"";"";"  Hohl Trillini Regula"
" Or to take arms against a sea of troubles,";"provisional";"Henry  Smith";"The Trials of the Righteous";"Smith, Henry.  ""The Trial of the Righteous."" The Sermons of Master Henry Smith, gathered into one volume. Printed according to his corrected copies in his life time. London: F. Kyngston, for T. Man 1607. 230-245.  235 [normalized spelling].";"1565";"1565";"1565";"1565";"English";"[...] you must go through <span class=""quote"">a sea of troubles, </span>and then that you shall come to a heaven of rest [...]";"";"";"@005584 Sermons (Smith)";"2-word phrase";"#000182 PHRASE sea of troubles";"Unmarked";"Unmarked";"Speech or lecture or sermon";"Philosophy, religion ";"";"Body of text";"Local reference";"Shakespeare Studies";"@010082
Shaheen, Naseeb. Biblical References in Shakespeare's Tragedies. Newark: University of Delaware Press, 1987. ";"you must goe through <span class=""quote"">a sea of troubles, </span>and then that you shall come to a heauen of rest";"Smith, Henry.  ""The Trial of the Righteous."" The Sermons of Master Henry Smith, gathered into one volume. Printed according to his corrected copies in his life time. London: F. Kyngston, for T. Man 1607. 230-245.  235.";"  Hohl Trillini Regula"
" Rich gifts wax poor when givers prove unkind.";"provisional";"George Buchanan";"Pompae Deorum Rusticorum";"Buchanan, George.  Pompae deorum rusticorum or The Masque of the Rustic Gods Bearing Gifts for James VI and His Mother Mary, the Sovereigns of Scotland, at the Banquet Following the King's Batipsm. 1566.  lines 32-34. Quoted from: http://www.philological.bham.ac.uk/pomps/trans.html#4. 27 May 2009.";"1566";"1566";"1566";"1566";"Latin";"[Naiades:] Haec damus tibi, nec tamen pusilla,<br>
<span class=""quote"">Si non munere pectus aestimentur,<br> 
Verum e pectore munus aestimetur.<br></span><br>

English translation in the quoted edition: ""And yet these gifts are not trifles, if the heart's love is not measured by the value of the gift, but the gift's value by the love in the heart."" ";"";"";"@000439 Pompae deorum rusticorum";"idea";"#002173 value gifts and kindness";"Unmarked";"Unmarked";"Masque or pastoral";"tbe";"Dialogue";"Body of text";"Local reference";"Shakespeare Studies";"@010151
Theobald, W. M.  The Classical Element in the Shakespeare Plays. London: Robert Banks, 1909. ";"";"";"  Hohl Trillini Regula"
" I should be greeted, if not from Lord Hamlet.";"unedited";"Lucius Annaeus Seneca";"Hercules Oetaeus";"Studley, John and Lucius Annaeus Seneca.  ""Hercules Oetaeus."" Seneca. His Tenne Tragedies. Translated into Englysh.  N.p. [normalized spelling].";"1566";"1566";"1566";"1566";"English";"[Oeneus:] [...] If any tyrant feed his boars with gobs of strangers' flesh <br>
Now let <span class=""quote"">his pampered jades </span>unto my Carcass fall afresh.	";"";"Unknown / Unknown, London";"@000426 Hercules Oetaeus";"2-word phrase";"#000007 PHRASE pampered jades";"Unmarked";"Unmarked";"Theatre";"tbe";"Dialogue";"Body of text";"Local reference";"Electronic search (WordWeb Team)";"@010001";"[Oeneus:] [...] If any tyrant feede his borce with gubbes of straungers flesh <br>
Now let his pampred iades vnto my Carksse fall a fresh.";"Studley, John and Lucius Annaeus Seneca.  ""Hercules Oetaeus."" Seneca. His Tenne Tragedies. Translated into Englysh.  N.p.";"  Hohl Trillini Regula"
" beautified Ophelia,'--";"provisional";"William Painter";"The Palace of Pleasure";"Painter, William.  The Palace of Pleasure: Beautified, adorned and well furnished, with Pleasaunt Histories and excellent Nouelles, selected out of diuers good and commendable Authors. London: Henry Denham for Richard Tottell and William Iones, 1566. 251-277.  257 [normalized spelling].";"1566";"1566";"1566";"1566";"English";"The Palace of Pleasure: <span class=""quote"">Beautified, </span>adorned and well furnished, with Pleasant Histories and excellent Novels, selected out of diverse good and commendable Authors. ";"";"";"@005573 The Palace of Pleasure";"1 keyword";"#000184 Beautified";"Unmarked";"Unmarked";"Not specified";"";"";"Title";"Local reference";"Electronic search (HyperHamlet Team)";"@010001";"The Palace of Pleasure: <span class=""quote"">Beautified, </span>adorned and well furnished, with Pleasaunt Histories and excellent Nouelles, selected out of diuers good and commendable Authors. ";"Painter, William.  The Palace of Pleasure: Beautified, adorned and well furnished, with Pleasaunt Histories and excellent Nouelles, selected out of diuers good and commendable Authors. London: Henry Denham for Richard Tottell and William Iones, 1566. 251-277.  257. ";"  Hohl Trillini Regula"
" Or to take arms against a sea of troubles,";"provisional";"William Painter";"The Palace of Pleasure";"Painter, William.  The Palace of Pleasure. Beautified, adorned and well furnished, with Pleasaunt Histories and excellent Nouelles, selected out of diuers good and commendable Authors. London: Henry Denham for Richard Tottell and William Iones, 1566. 251-277.  257 [normalized spelling]. ";"1566";"1566";"1566";"1566";"English";"I feel (alas) a diversity of anguishes, & <span class=""quote"">a Sea of troubles</span>, which torment my mind & yet, I dare not discover the occasion [...].";"Short story.";"";"@005573 The Palace of Pleasure";"2-word phrase";"#000182 PHRASE sea of troubles";"Unmarked";"Unmarked";"Unspecified";"";"1st-person narrator";"Body of text";"Local reference";"Literary and Cultural Studies";"@010079
Stallybrass, Peter. ""Against Thinking."" PMLA 122.5 (2007): 1580-1587.";"I feele (alas) a diuersitie of anguishes, & <span class=""quote"">a Sea of troubles</span>, whiche tormente my minde & yet, I dare not discouer the occasion [...].";"Painter, William.  The Palace of Pleasure: Beautified, adorned and well furnished, with Pleasaunt Histories and excellent Nouelles, selected out of diuers good and commendable Authors. London: Henry Denham for Richard Tottell and William Iones, 1566. 251-277.  257.";"  Hohl Trillini Regula"
" O, what a rogue and peasant slave am I!";"provisional";"Lucius Annaeus Seneca";"Hercules Oetaeus";"Studley, John and Lucius Annaeus Seneca.  ""Hercules Oetaeus."" Seneca. His Tenne Tragedies. Translated into Englysh.  115-118; act 1 [normalized spelling].";"1566";"1566";"1566";"1566";"English";"[Philoctetes:] [...] O coward, <span class=""quote"">peasant slave</span><br>
Thou art too weak to bend my bow, unmeet my shafts to have<br>
What ailest thou to look so pale [...]?";"";"";"@000426 Hercules Oetaeus";"2-word phrase";"#000063 peasant slave";"Unmarked";"Unmarked";"Theatre";"tbe";"Dialogue";"Body of text";"Local reference";"Shakespeare Studies";"@010071
Taylor, Anthony Brian.  ""Shakespeare, Studley, and Golding."" The Review of English Studies 39.156 (1988): 522–527. ";"[Philoctetes:] [...] O coward, peasant slave<br>
Thou art to weake to bende my bow unmete my shaftes to have<br>
What aylest thou to loke so pale [...].";"Studley, John and Lucius Annaeus Seneca.  ""Hercules Oetaeus."" Seneca. His Tenne Tragedies. Translated into Englysh.  115-118; act 1.";"  Hohl Trillini Regula"
" I must be cruel, only to be kind:";"provisional";"Arthur Golding / Publius Ovidius Naso";"Ovids Metamorphoses";"Golding, Arthur and Publius Ovidius Naso.  ""Ovid's Metamorphoses."" The xv Bookes of P. Ouidius Naso, entytuled Metamorphosis, translated oute of Latin into English meeter, by Arthur Golding [...]. A worke very pleasaunt and delectable. London: William Seres, 1567.  30 recto; book 3, line 7 [normalized spelling].";"1567";"1567";"1567";"1567";"English";"For which he might both justly <span class=""quote"">kind and cruel called be. </span>";"";"";"@005708 Metamorphoses (Golding)";"2 keywords";"#002174 cruel to be kind";"Unmarked";"Unmarked";"Epic and verse narrative";"need to fix biblio and normalised title after transfer";"Narrator";"Body of text";"Local reference";"Electronic search (HyperHamlet Team)";"@010001";"For which he might both iustly <span class=""quote"">kinde and cruell called bee. </span>";"Golding, Arthur and Publius Ovidius Naso.  The xv Bookes of P. Ouidius Naso, entytuled Metamorphosis, translated oute of Latin into English meeter, by Arthur Golding [...]. A worke very pleasaunt and delectable. London: William Seres, 1567.  30 recto; book 3, line 7.";"Quassdorf Sixta"
" I should be greeted, if not from Lord Hamlet.";"provisional";"Arthur Golding / Publius Ovidius Naso";"Ovids Metamorphoses";"Golding, Arthur and Publius Ovidius Naso.  ""Ovid's Metamorphoses."" The xv Bookes of P. Ouidius Naso, entytuled Metamorphosis, translated oute of Latin into English meeter, by Arthur Golding [...]. A worke very pleasaunt and delectable. London: William Seres, 1567.  69 verso [normalized spelling].";"1567";"1567";"1587";"1587";"English";"In stead of legs, to both her sides stick fingers long and fine:<br> <span class=""quote"">The rest is belly.</span>";"Athene transforms Arachne into a spider as a punishment.";"";"@005708 Metamorphoses (Golding)";"";"#000151 the rest is x";"Unmarked";"Unmarked";"Epic and verse narrative";"need to fix biblio and normalised title after transfer";"Narrator";"Body of text";"Local reference";"Electronic search (HyperHamlet Team)";"@010000-Last accessed 30 June 2009.";"In steade of legs, to both hir sides sticke fingars long and fine:<br> <span class=""quote"">The rest is bellie.</span>";"Golding, Arthur and Publius Ovidius Naso.  The xv Bookes of P. Ouidius Naso, entytuled Metamorphosis, translated oute of Latin into English meeter, by Arthur Golding [...]. A worke very pleasaunt and delectable. London: William Seres, 1567.  69 verso.";"  Hohl Trillini Regula"
" I should be greeted, if not from Lord Hamlet.";"unedited";"Arthur Golding / Publius Ovidius Naso";"Ovids Metamorphoses";"Golding, Arthur and Publius Ovidius Naso.  ""Ovid's Metamorphoses."" The xv Bookes of P. Ouidius Naso, entytuled Metamorphosis, translated oute of Latin into English meeter, by Arthur Golding [...]. A worke very pleasaunt and delectable. London: William Seres, 1567.  113 verso; book 9 [normalized spelling].";"1567";"1567";"1567";"1567";"English";"What? is it I that did behold <span class=""quote"">the pampered Jades of Thrace<br></span>
With Mangers full of flesh of men on which they fed apace?<br>
Ist I that down at sight thereof their greasy Mangers threw,<br>
And both the fatted Jades themselves and eke their master slew? ";"";"";"@005576 Metamorphoses (Ovid)";"2-word phrase";"#000007 PHRASE pampered jades";"Unmarked";"Unmarked";"Epic and verse narrative";"";"Dialogue";"Body of text";"Local reference";"Electronic search (WordWeb Team)";"@010001";"What? is it I that did behold the pampred Iades of Thrace<br>
With Maungers full of flesh of men on which they fed a pace?<br>
Ist I that downe at syght thereof theyr greazy Maungers threw,<br>
And bothe the fatted Iades themselues and eke their mayster slew? ";"Golding, Arthur and Publius Ovidius Naso.  The xv Bookes of P. Ouidius Naso, entytuled Metamorphosis, translated oute of Latin into English meeter, by Arthur Golding [...]. A worke very pleasaunt and delectable. London: William Seres, 1567.  113 verso; book 9.";"  Hohl Trillini Regula"
" I should be greeted, if not from Lord Hamlet.";"unedited";"John Skelton";"A Right Delectable Treatise upon a Goodly Garland or Chapelet of Laurel";"Skelton, John.  ""A Right Delectable Treatise upon a Goodly Garland or Chapelet of Laurel."" The Poetical Works of John Skelton: principally according to the edition of the Rev. Alexander Dyce. In three volumes. Boston: Little, Brown and Company, 1856.  2:223 [spelling normalized].";"1568";"1568";"1568";"1568";"English";"Yet, though I say it, <span class=""quote"">thereby lyeth a tale</span> [...].";"";"";"@005588 Poetical works of John Skelton";"";"#005082 thereby hangs a tale";"Unmarked";"Unmarked";"Not defined";"need to fix biblio and normalised title after transfer";"1st-person narrator";"Body of text";"Local reference";"Electronic search (WordWeb Team)";"@010001";"Yet, thoughe I say it, <span class=""quote""> therby lyith a tale</span>[...].";"Skelton, John.  ""A Right Delectable Treatise upon a Goodly Garland or Chapelet of Laurel."" The Poetical Works of John Skelton: principally according to the edition of the Rev. Alexander Dyce. In three volumes. Boston: Little, Brown and Company, 1856.  2:223.";"Reitzer Elliot"
