"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" Or to take arms against a sea of troubles,";"unedited";"_ Aristotle";"Eudemian Ethics";"Aristotle.  Eudemian Ethics.  Book 3, section 1229b.";"-350";"-322";"";"";"Classical Greek";"Hence a man is not brave if he endures formidable things through ignorance (for instance, if owing to madness he were to endure a flight of thunderbolts), nor if he does so owing to passion when knowing the greatness of the danger, as the Celts ""take arms and march against the waves""; and in general, the courage of barbarians has an element of passion. ";"";"";"@006013 Eudemian Ethics";"image with keyword(s)";"pending";"Unmarked";"Unmarked";"Not specified";"Philosophy, religion  / tbe";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"vickers unpubl";"";"; Nicomachean Ethics, iii.7). ";"  Hohl Trillini Regula"
" Yea, from the table of my memory";"unedited";"_ 0_Anon";"Batrachomyomachia";"Anon.  Batrachomyomachia.  192. iii.";"-300";"-300";"";"";"Classical Greek";"whatever";"Theobald 1909 61 ";"";"@006014 Batrachomyomachia";"";"pending";"Unmarked";"Unmarked";"Comedy";"tbe";"Dialogue";"Body of text";"";"Secondary (Shakespeare Studies)";"";"";"";"  Hohl Trillini Regula"
" Thou know'st 'tis common; all that lives must die,";"unedited";"Dionysius  Cato";"Catonis Disticha";"Dionysius Cato.  Catonis Disticha.  Monos 3";"-300";"-300";"-300";"-300";"Latin";"<span class=""quote"">Mors omnibus una.</span>";"";"";"@006015 Catonis Disticha";"idea";"#000221 all that lives must die";"Unmarked";"Unmarked";"Anthology";"tbe";"";"Anthology or dictionary entry";"Citation";"Pending";"Shakespeare studies?";"";"";"  Hohl Trillini Regula"
" Assume a virtue, if you have it not.";"unedited";"Titus Maccius Plautus";"Amphitruo";"Plautus, Titus Maccius.  Amphitruo.";"-210";"-184";"-210";"-184";"Latin";"whatever";"";"";"@006016 Amphitruo";"idea";"pending";"Unmarked";"Unmarked";"Comedy";"tbe";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies) / Secondary (Literary and Cultural Studies) / Pending";"Duckworth Nature of Roman Comedy 339
Bruster 2000";"";"";"  Hohl Trillini Regula"
" For who not needs shall never lack a friend,";"unedited";"Titus Maccius Plautus";"Epidicus";"Plautus.  Epidicus.  113.";"-205";"-184";"-205";"-184";"Latin";"Whatever";"";"";"@006017 Epidicus";"";"#000123 if you are rich or happy, you have friends";"Unmarked";"Unmarked";"Comedy";"tbe";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010076/@010050";"";"";"  Hohl Trillini Regula"
" That monster, custom, who all sense doth eat,";"unedited";"Publius Terentius Afer";"Heauton Timoroumenos";"Terentius Afer, Publius.  Heauton timoroumenos.  Act 4, scene 7, line 11.";"-163";"-163";"-163";"-163";"Latin";"<span class=""quote"">Quam multa injusta ac prava fiunt moribus </span>[...].";"Text needs to be longer";"";"@000256 Heauton Timoroumenos";"";"#002268 Habit dulls the perception of evil";"Unmarked";"Unmarked";"Comedy";"tbe";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@005235
Bowring, Sir John.  ""Latin Aphorisms and Proverbs."" Transactions of the Royal Historical Society (1872): 82-103. ";"";"";"  Hohl Trillini Regula"
" 'Tis meet that some more audience than a mother,";"unedited";"Publius Terentius Afer";"Heauton Timoroumenos";"Terentius Afer, Publius.  Heauton Timoroumenos.";"-163";"-163";"-163";"-163";"Latin";"whatever";"";"";"@000256 Heauton Timoroumenos";"";"pending";"Unmarked";"Unmarked";"Comedy";"tbe";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010152-2:376.";"";"";"  Hohl Trillini Regula"
" A mote it is to trouble the mind's eye.";"unedited";"Marcus Tullius Cicero";"De Oratore";"Cicero, Marcus Tullius.  De Oratore.  101.";"-55";"-55";"-55";"-55";"Latin";"and several other classical sources";"";"";"@006018 De Oratore";"image";"pending";"Unmarked";"Unmarked";"";"tbe";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"C., T. C. ""Hamlet, Three Notes."" Notes and Queries 175 (1938): 114.";"";"";"  Hohl Trillini Regula"
" The undiscover'd country from whose bourn";"unedited";"Gaius Valerius  Catullus";"Luctus de Morte Passeris";"Catullus, Gaius Valerius.  ""Lucius de Morte Passeris.""";"-55";"-54";"-54";"-54";"Latin";"Nam mellitus erat, suamque norat<br>
Ipsa tam bene quam Catulla matrem:<br>
Nec sese a gremio illius movebat;<br>
Sed circumsiliens modo huc, modo illuc,<br>
Ad solam dominam usque pipilabat.<br>
Qui nunc it <span class=""quote"">per iter tenebricosum<br>
Illuc unde negant redire quemquam.</span><br>
At vobis male sit, malse tenebrae<br>
Orci, quae omnia bella devoratis:<br>
Tam bellum mihi passerem abstulistis.";"";"";"@006019 Luctus de Morte Passeris";"image";"#000082 IMAGE - undiscovered country";"Unmarked";"Unmarked";"Not defined";"";"Narrator";"Body of text";"Local reference";"Secondary (Anthology) / Pending";"";"";"#00082";"  Hohl Trillini Regula"
" When sorrows come, they come not single spies";"unedited";"Syrus Publilius";"Sententiae";"";"-50";"0";"";"";"Latin";"<span class=""quote"">Fortuna nulli obesse contenta est semel</span>";"";"";"@005190 Sententiae of Publilius Syrus";"";"#000698 sorrows dont come alone";"";"Unmarked";"Anthology";"tbe";"";"Anthology or dictionary entry";"Citation";"Secondary (Shakespeare Studies)";"Bowring, Sir John. ""Latin Aphorisms and Proverbs."" Transactions of the Royal Historical Society (1872): 82-103. ";"";"";"  Hohl Trillini Regula"
" But break, my heart; for I must hold my tongue.";"unedited";"Syrus Publilius";"Sententiae";"Publilius 248  ; Tilley G449 SECSOU ";"-50";"0";"-50";"0";"Latin";"<span class=""quote"">Heu dolor quam miser est qui in tormento vocem non habet</span>";"";"";"@005190 Sententiae of Publilius Syrus";"";"pending";"Unmarked";"Unmarked";"Anthology";"";"";"Anthology or dictionary entry";"Citation";"Secondary (Shakespeare Studies)";"@010050
Smith, Charles G. Shakespeare's Proverb Lore: His Use of the Sententiae of Leonard Culman and Publilius Syrus. Cambridge (Mass.): Harvard University Press, 1963.";"";"";"  Hohl Trillini Regula"
" Be wary then; best safety lies in fear:";"unedited";"Syrus Publilius";"Sententiae";"";"-50";"0";"-50";"0";"Latin";"<span class=""quote"">Animus vereri qui scit scit tuto ingredi </span>";"";"";"@005190 Sententiae of Publilius Syrus";"";"pending";"Unmarked";"Unmarked";"Anthology";"";"";"Anthology or dictionary entry";"Citation";"Secondary (Shakespeare Studies)";"Smith, Charles G. Shakespeare's Proverb Lore: His Use of the Sententiae of Leonard Culman and Publilius Syrus. Cambridge (Mass.): Harvard University Press, 1963.";"";"";"  Hohl Trillini Regula"
" Show me the steep and thorny way to heaven;";"unedited";"Syrus Publilius";"Sententiae";"Publilius 647";"-50";"0";"-50";"0";"Latin";"<span class=""quote"">orationi vita ne dissentiat etsimul </span>";"";"";"@005190 Sententiae of Publilius Syrus";"";"#004026 IDEA - Do what you preach";"Unmarked";"Unmarked";"Anthology";"";"";"Anthology or dictionary entry";"Citation";"Secondary (Shakespeare Studies)";"@010050
Smith, Charles G. Shakespeare's Proverb Lore: His Use of the Sententiae of Leonard Culman and Publilius Syrus. Cambridge (Mass.): Harvard University Press, 1963.";"";"";"  Hohl Trillini Regula"
" Carrying, I say, the stamp of one defect,";"unedited";"Syrus Publilius";"Sententiae";"LOORE Publilius 572 ";"-50";"0";"-50";"0";"Latin";"<span class=""quote"">quem fama semel oppressit vix resitutitur etsimul  </span>";"";"";"@005190 Sententiae of Publilius Syrus";"image";"pending";"Unmarked";"Unmarked";"Anthology";"";"";"Anthology or dictionary entry";"Citation";"Secondary (Shakespeare Studies)";"Smith, Charles G. Shakespeare’ Proverb Lore: His Use of the Sententiae of Leonard Culman and Publilius Syrus. Cambridge (Mass.): Harvard University Press, 1963.";"";"sententiae";"  Hohl Trillini Regula"
" The undiscover'd country from whose bourn";"unedited";"Syrus Publilius";"Sententiae";"Tilley H166 SMITH  Publilius 655 ";"-50";"0";"-50";"0";"Latin";"<span class=""quote"">Semper plus metuit animus ignotum </span>";"";"";"@005190 Sententiae of Publilius Syrus";"image";"#000082 IMAGE - undiscovered country";"Unmarked";"Unmarked";"Anthology";"";"";"Anthology or dictionary entry";"Citation";"Secondary (Shakespeare Studies)";"@010050
Smith, Charles G. Shakespeare's Proverb Lore: His Use of the Sententiae of Leonard Culman and Publilius Syrus. Cambridge (Mass.): Harvard University Press, 1963.";"";"";"  Hohl Trillini Regula"
" He's loved of the distracted multitude,";"unedited";"Syrus Publilius";"Sententiae";"Publilius 867 ";"-50";"0";"-50";"0";"Latin";"<span class=""quote"">Saepe oculi et aures vulgi sunt testes mali </span>";"";"";"@005190 Sententiae of Publilius Syrus";"idea";"pending";"Unmarked";"Unmarked";"Anthology";"";"";"Anthology or dictionary entry";"Citation";"Secondary (Shakespeare Studies)";"@010020";"";"";"  Hohl Trillini Regula"
" With witchcraft of his wit, with traitorous gifts,--";"unedited";"Syrus Publilius";"Sententiae";"251";"-50";"0";"-50";"0";"Latin";"<span class=""quote"">Habet suum venenum blanda oratio </span>";"";"";"@005190 Sententiae of Publilius Syrus";"idea";"pending";"Unmarked";"Unmarked";"Anthology";"";"";"Anthology or dictionary entry";"Citation";"Secondary (Shakespeare Studies)";"@010050";"";"";"  Hohl Trillini Regula"
" For women's fear and love holds quantity;";"unedited";"Syrus Publilius";"Sententiae";"Publilius Syrus.  Sententiae.  6.";"-50";"0";"-50";"0";"Latin";"<span class=""quote"">Aut amat aut odit mulier: nihil est tertium </span>";"";"";"@005190 Sententiae of Publilius Syrus";"idea";"#002245 Women hate or love, nothing in between";"Unmarked";"Unmarked";"Anthology";"tbe";"";"Anthology or dictionary entry";"Citation";"Secondary (Shakespeare Studies)";"@010076-701/@010050/@010152-1:604.
Tilley 701, W651 Baldwin I, 604 Smith";"";"";"  Hohl Trillini Regula"
" Deliberate pause: diseases desperate grown";"unedited";"Syrus Publilius";"Sententiae";"Publilius 849";"-50";"0";"-50";"0";"Latin";"<span class=""quote"">Remedio amaro armaram bilem diluunt </span>";"";"";"@005190 Sententiae of Publilius Syrus";"idea";"#000167 desperate disease needs desperate remedy";"Unmarked";"Unmarked";"Anthology";"";"";"";"";"Secondary (Shakespeare Studies)";"Smith";"";"";"  Hohl Trillini Regula"
" And do't the speedier, that you may direct me";"unedited";"Syrus Publilius";"Sententiae";"939";"-50";"0";"-50";"0";"Latin";"<span class=""quote"">Summum jus sumam plerumque est injuria </span>";"";"";"@005190 Sententiae of Publilius Syrus";"idea";"pending";"Unmarked";"Unmarked";"Anthology";"";"";"Anthology or dictionary entry";"Citation";"Secondary (Shakespeare Studies)";"@010050";"";"";"  Hohl Trillini Regula"
" Thou know'st 'tis common; all that lives must die,";"unedited";"Marcus Tullius Cicero";"Tusculanae Disputationes";"Cicero, Marcus Tullius.  Tusculanae Disputationes. ";"-45";"-45";"-45";"-45";"Latin";"<span class=""quote"">moriendum est enim omnibus</span>";"";"";"@000265 Tusculanae Disputationes";"idea";"pending";"Unmarked";"Unmarked";"Not specified";"tbe";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010043
Vickers, Brian. ""Hamlet and Cicero."" Unpublished manuscript article. ";"";"";"  Hohl Trillini Regula"
" For thou dost know, O Damon dear,";"unedited";"Marcus Tullius Cicero";"De Officiis";"Cicero, Marcus Tullius.  De Officiis.";"-44";"-44";"-44";"-44";"Latin";"<span class=""quote"">Damon and Pythias</span>";"";"";"@000295 De officiis";"name or title";"#002236 CHARACTER - Damon and Pythias";"Unmarked";"Unmarked";"Essay";"tbe";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"Stevenson, Ruth. ""Hamlet’'s Mice, Motes, Moles, and Minching Malecho."" NLH 33.3 (2002): 435-59.";"";"";"  Hohl Trillini Regula"
" Sure, he that made us with such large discourse,";"unedited";"Marcus Tullius Cicero";"De Officiis";"Cicero, Marcus Tullius.  De Officiis.";"-44";"-44";"-44";"-44";"Latin";"whatever";"";"";"@000295 De officiis";"idea";"pending";"Unmarked";"Unmarked";"Not specified";"Philosophy, religion ";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"• Theobald 1909 Cicero “large discourse” p. 134 SECSOU 
Baldwin II 598 ";"";"";"  Hohl Trillini Regula"
" Or to take arms against a sea of troubles,";"unedited";"Marcus Tullius Cicero";"De Officiis";"Cicero. De Officiis";"-44";"-44";"";"";"Latin";"Nicholas Grimald's translation (1558): ""For him no doubt it was better to fight not only with his enemies, but also with the waves of the sea, as he did; than to shrinke from them of Greece, who had concluded together to make warre upon the Troians"".";"";"";"@000295 De officiis";"2-word phrase";"pending";"Unmarked";"Unmarked";"Essay";"Politics, law, economics ";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"vickers";"";"";"  Hohl Trillini Regula"
" Deliberate pause: diseases desperate grown";"unedited";"Marcus Tullius Cicero";"De Officiis";"Cicero de officiis 1, 24, 83   Smith 137, Tilley D537 ";"-44";"-44";"-44";"-44";"Latin";"<span class=""quote"">gravioribus autem morbis periculosas curationes et anticipates adhibere cognuntur </span>";"";"";"@000295 De officiis";"idea";"#000167 desperate disease needs desperate remedy";"Unmarked";"Unmarked";"Essay";"Politics, law, economics ";"";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"Smith, Tilley";"";"";"  Hohl Trillini Regula"
" And do't the speedier, that you may direct me";"unedited";"Marcus Tullius Cicero";"De Officiis";"Cicero De officiis";"-44";"-44";"-44";"-44";"Latin";"<span class=""quote"">summum ius summa iniuria </span>";"";"";"@000295 De officiis";"idea";"#000707 goodness pleurisy";"Unmarked";"Unmarked";"";"";"";"";"Local reference";"Secondary (Shakespeare Studies)";"Smith";"";"";"  Hohl Trillini Regula"
" [Aside] Though this be madness, yet there is method";"provisional";"Quintus Flaccus Horatius";"Satira";"Horace [Quintus Horatius Flaccus].  ""Satira."" Damasippus, in a conversation with Horace, proves this paradox of the Stoic philosophy, that most men are actually mad."" The Works of Horace. Ed. and Trans. C. Smart. Theodore Alois Buckley. New York: Harper & Brothers, 1863.  Book 2, chapter 3, lines 268-272.";"-30";"-30";"-30";"-30";"Latin";"In love these evils are inherent; war [one while], then peace again. If any one should endeavor to ascertain these things, that are various as the weather, and fluctuating by blind chance; he will make no more of it, than if he should set about <span class=""quote"">raving by right reason and rule</span>.<br><br>

ORIGINAL TEXT <br>
in amore haec sunt mala, bellum, pax rursum: haec siquis tempestatis prope ritu mobilia et caeca fluitantia sorte laboret reddere certa sibi, nihilo plus explicet ac si 
insanire paret certa ratione modoque.";"""[...] this is a transmission from elite to popular culture where Shakespeare acts as a catalyst - for example, 'there's method in his madness' [...], which started life as a classicalallusion and has ended up as a stock phrase."" Cf. Neil Rhodes. ""Shakespeare's Sayings."" Cf. Stuart Gillespie and Neil Rhodes, eds. Shakespeare and Elizabethan Popular Culture. London: The Arden Shakespeare, 2006. 155-173, esp. 161-162.  ";"";"@005231 Satires (Horace)";"idea";"pending";"Unmarked";"Unmarked";"Verse satire";"";"Narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010135/@010152
Rhodes, Neil.  ""Shakespeare's Sayings."" Shakespeare and Elizabethan Popular Culture. Ed. Stuart Gillespie and Neil Rhodes. London: The Arden Shakespeare / Thomson Learning. 2006. 155-173.<br>
Baldwin, Thomas Whitfield. William Shakspere’s Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944.";"";"";"Quassdorf Sixta"
" Let me not think on't--Frailty, thy name is woman!--";"unedited";"Publius Vergilius Maro";"Aeneis";"Vergilius Maro, Publius.  Aeneis.";"-29";"-19";"-19";"";"Latin";"Varium et mutabile simper foemina

Bacomn Promus 1085; Tilley 704, and W674; Baldwin I, 591; Anders 48,  

Bacon Promus 1085; 

Promus of Formularies and Elegancies' in which
from time to time he jotted down any words, similies, phrases, proverbs or colloquialisms which he thought might
come in usefully in connection with his literary work, gathering them together so as to be able to draw upon them as
occasion should require. The word 'Promus' means storehouse, and Bacon's Promus  contains nearly 2,000 entries in
various languages such as English, Greek, Latin, Italian, Spanish and French.
Tilley 704, and W674
Baldwin I, 591; Anders 48,  ";"";"";"@005191 Aeneis";"";"#000170 IDEA - woman frailty";"Unmarked";"Unmarked";"Epic and verse narrative";"tbe";"Narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010050/@010152
Baldwin, Thomas Whitfield. William Shakspere's Small Latine and Lesse Greeke. 2 vols. Urbana: University of Illinois Press, 1944. 
Smith, Charles G. Shakespeare's Proverb Lore: His Use of the Sententiae of Leonard Culman and Publilius Syrus. Cambridge (Mass.): Harvard University Press, 1963.";"";"";"  Hohl Trillini Regula"
" A station like the herald Mercury";"unedited";"Publius Vergilius Maro";"Aeneis";"Vergilius Maro, Publius.  Aeneis.";"-29";"-19";"-19";"";"Latin";"<span class=""quote"">hic primum paribus nitens Cyllenius alis<br>
constitit</span>";"";"";"@005191 Aeneis";"motif with name";"pending";"Unmarked";"Unmarked";"Epic and verse narrative";"";"Narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010140
Thomson, J. A. K.  Shakespeare and the Classics. London: George Allen and Unwin, 1952.";"make 2nd lexia";"";"  Hohl Trillini Regula"
