"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" Let him bless thee too.";"unedited";"Thomas Kyd";"Suleiman and Perseda ";"Kyd, Thomas.  The Tragedie of Solyman and Perseda. Ed. John J. Murray. New York: Garland Publishing, 1991.";"1588";"1588";"1588";"1588";"English";"[Suleiman:] <span class=""quote"">Ah heavens that hitherto have smiled on me, <br>
Why do you unkindly lower on Soliman?</span>";"";"";"@000799 Suleiman and Perseda";"pending";"#002115 heaven or stars why do you lour on me";"Unmarked";"Unmarked";"Theatre";"tbe";"Dialogue";"Body of text";"Local reference";"Secondary (Literary and Cultural Studies)";"@010017-19./@010049
Marlowe, Christopher.  Edward II. Eds. H. B. Charlton and R. D. Waller. London: Methuen, 1933. 19.";"[Suleiman:] Ah heauens that hitherto haue smilde on me, <br>
Why doe you vnkindly lowre on Soliman?";"Kyd, Thomas.  The Tragedye of Solyman and Perseda. VVherein is laide open, Loues constancy, Fortunes inconstancy, and Deaths Triumphs. London: Edward Allde for Edward White, 1592.  N.p.; act 1, scene 1, lines 1250-1251. ";" Heeg Stefanie"
" the rest of my fortunes turn Turk with me--with two";"provisional";"Thomas Kyd";"Suleiman and Perseda";"Kyd, Thomas.  The Tragedie of Solyman and Perseda. Ed. John J. Murray. New York: Garland Publishing, 1991.  66; act 3, scene 5 [normalized spelling]. ";"1588";"1588";"1588";"1588";"English";"[Brusor:] [...] What say these prisoners? will they <span class=""quote"">turn Turk</span>, or not?<br>
[Iuilo:] First <i>Julio</i> will die ten thousand deaths.<br>
[Guelpio:] And <i>Guelpio</i>, rather than deny his Christ.<br>
[Bruso:] Then stab the slaves, and send their souls to hell.<br>
([Soldiers] stab Julio and Guelpio)<br>
[Basilisco:] I turn, I turn; oh, save my life, I turn.<br>
[Bruso:] Forbear to hurt him; when we land in Turkey,<br>
He shall be circumcised and have his rites.<br>
[Basilisco:] Think you I <span class=""quote"">turn Turk </span>for fear of servile death that's but a sport? I' faith, sir, no;<br>
Tis for <i>Perseda</i>, whom I love so well<br>
That I would follow her though she went to hell.";"""Turning Turk"" used in its literal meaning of ""converting to Islam"".";"";"@000799 Suleiman and Perseda";"2-word phrase";"#000183 turn turks";"Unmarked";"Unmarked";"Tragedy";"tbe (only original edition)";"Dialogue";"Body of text";"Local reference";"Electronic search";"@010077-Last accessed 2 November 2007.";"[Brusor:] [...] What say these prisoners? will they <span class=""quote"">turne Turke</span>, or not?<br>
[Iuilo:] First <i>Iulio</i> will die ten thousand deaths.<br>
[Guelpio:] And <i>Guelpio</i>, rather than denie his Christ.<br>
[Bruso:] Them stab the slaues, and send their soules to hell.<br>
([Soldiers] stab Ilulio and Guelpio)<br>
[Basilisco:] I turne, I turne; oh, saue my life, I turne.<br>
[Bruso:] Forbeare to hurt him; when we land in Turkie,<br>
He shall be circumcised and haue his rites.<br>
[Basilisco:] Thinke you I <span class=""quote"">turne Turque </span>for feare of servile death thats but a sport? I faith, sir, no;<br>
Tis for <i>Perseda</i>, whom I loue so well<br>
That I would follow her though she went to hell.";"Kyd, Thomas.  The Tragedye of Solyman and Perseda. VVherein is laide open, Loues constancy, Fortunes inconstancy, and Deaths Triumphs. London: Edward Allde for Edward White, 1592.  N.p.; act 3, scene 5. ";"Quassdorf Sixta"
" Let him bless thee too.";"unedited";"George Peele";"The Battle of Alcazar";"Peele, George.  The Battell Of Alcazar. London: Edwarde Allde for Richard Bankworth, 1594.  N.p.; act 1, scene 1, lines 22-23 [normalised spelling]. ";"1588";"1588";"1588";"1588";"English";"[Presenter:] <span class=""quote"">Sit down and see</span> what heinous stratagems 
These damned wits contrive.";"""The presenter addresses the seated patrons, ignoring those in the yard, as does the chorus in Henry V""";"";"@000811 The Battle of Alcazar";"";"#002248 sit down and see";"";"Unmarked";"";"";"";"";"";"Secondary (Annotated edition)";"@010158-64.";"[Presenter:] Sit downe and see what hainous stratagems 
These damned wits contriue.";"Peele, George.  The Battell Of Alcazar. London: Edwarde Allde for Richard Bankworth, 1594.  N.p.; act 1, scene 1, lines 22-23.";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"George Peele";"The Battle of Alcazar";"Peele, George.  The Battell Of Alcazar. London: Edwarde Allde for Richard Bankworth, 1594.  N.p.; act 1, scene 1, lines 36-37; act 2, scene 1, lines 2-3 [normalized spelling].";"1588";"1588";"1588";"1588";"HAS SEVERAL LEXIAS!";"[Presenter:] Till <span class=""quote"">Nemesis high mistress of revenge, 
That with her scourge keeps all the world in awe</span>, 
With thundering drums awakes the God of war 
<br><br>
[Presenter:]<span class=""quote""> And Nemesis with bloody whip in hand</span> <br>
thunders for vengeance on this negro Moor.";"";"";"@000811 The Battle of Alcazar";"";"#000005 MOTIF WITH NAME - scourging Nemesis / #004015 CHARACTER - Nemesis";"Character name (main)";"Unmarked";"Theatre";"tbe";"Dialogue";"Body of text";"";"Secondary (Annotated edition)";"@010158-65.";"[Presenter:] Till Nemisis high mistres of reuenge, <br>
That with her scourge keepes all the world in awe, <br>
With thundering drums awakes the God of warre, <br><br>
[Presenter:] And Nemisis with bloudie whip in hand, <br>
Thunders for vengeance on this Negro moore. ";"Peele, George.  The Battell Of Alcazar. London: Edwarde Allde for Richard Bankworth, 1594.  N.p.; act 1, scene 1, lines 36-37.";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"George Peele";"The Battle of Alcazar";"Peele, George.  The Battell Of Alcazar. London: Edwarde Allde for Richard Bankworth, 1594.  N.p.; act 1, scene 1, lines 219-225 [normalized spelling]. ";"1588";"1588";"1588";"1588";"HAS SEVERAL LEXIAS!";"[Muly Mahamet:] Be Pluto then in hell and bar the fiends, <br>
Take Neptune's force to thee and calm the seas, <br>
And execute <span class=""quote"">Jove's justice</span> on the world, <br>
Convey Tamburlaine into our Africa here, <br>
To chastise and to menace lawful kings, <br>
<span class=""quote"">Tamburlaine triumph not, for thou must die</span> <br>
As Philip did,<span class=""quote""> Cæsar, and Cæsar's peers</span>. ";"";"";"@000811 The Battle of Alcazar";"";"#002022 MOTIF WITH NAME - Fall of Caesar / @000125 HUMAN - Julius Caesar / #002237 CHARACTER - Jove or Jupiter or Zeus / #002250 Tamburlaine must die / #004029 CHARACTER - Tamburlaine";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"";"Secondary (Annotated edition)";"@010158-75.";"[Muly Mahamet:] Be Pluto then in hell and barre the fiends, <br>
Take Neptunes force to thee and calme the seas, <br>
And execute Ioues iustice on the world, <br>
Conuey Tamberlaine into our Affrike here, <br>
To chastice and to menace lawfull kings, <br>
Tamberlaine triumph not, for thou must die <br>
As Philip did, Cæsar, and Cæsars peeres. ";"Peele, George.  The Battell Of Alcazar. London: Edwarde Allde for Richard Bankworth, 1594.  N.p.; act 1, scene 1, lines 219-225.";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"George Peele";"The Battle of Alcazar";"Peele, George.  The Battell Of Alcazar. London: Edwarde Allde for Richard Bankworth, 1594.  N.p.; act 1, scene 1, lines 268-269 [normalized spelling].";"1588";"1588";"1588";"1588";"English";"[Muly Mahamet:] Restless, till I be safely <span class=""quote"">set in shade <br>
Of some unhaunted place, some blasted grove</span>.";"";"";"@000811 The Battle of Alcazar";"";"#000135 unhaunted wood";"";"Unmarked";"";"";"";"";"";"Secondary (Annotated edition)";"@010158-76.";"[Muly Mahamet:] Restlesse, till I be safely set in shade <br>
Of some vnhanted place, some blasted groue ";"Peele, George.  The Battell Of Alcazar. London: Edwarde Allde for Richard Bankworth, 1594.  N.p.; act 1, scene 1, lines 268-269.";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"George Peele";"The Battle of Alcazar";"Peele, George.  The Battell Of Alcazar. London: Edwarde Allde for Richard Bankworth, 1594.  N.p.; act 2, scene 1, line 108.";"1588";"1588";"1588";"1588";"English";"[Bashaw:] As glorious as<span class=""quote""> great Pompey</span> in his pride. ";"";"";"@000811 The Battle of Alcazar";"";"@001019 HUMAN - Pompey the Great";"";"Unmarked";"";"";"";"";"";"Secondary (Annotated edition)";"@010158-82.";"";"";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"George Peele";"The Battle of Alcazar";"Peele, George.  The Battell Of Alcazar. London: Edwarde Allde for Richard Bankworth, 1594.  N.p.; act 2, scene 1, line 193.";"1588";"1588";"1588";"1588";"English";"[Muly Mahamet:] <span class=""quote"">Where art thou boy, where is Calipolis</span>? ";"";"";"@000811 The Battle of Alcazar";"";"#002252 Where art thou, boy? where is Calipolis? ";"";"Unmarked";"";"";"";"";"";"Secondary (Annotated edition)";"@010158-85.";"";"";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"George Peele";"The Battle of Alcazar";"Peele, George.  The Battell Of Alcazar. London: Edwarde Allde for Richard Bankworth, 1594.  N.p.; act 2, scene 1, lines 224-227 [normalized spelling]. ";"1588";"1588";"1588";"1588";"English";"[Muly Mahamet:] He on whose glory all thy joy should stay, <br>
Is soulless, glory less, and desperate, <br>
Crying for battle,<span class=""quote""> famine, sword and fire</span>, <br>
Rather then calling for relief or life. ";"";"";"@000811 The Battle of Alcazar";"";"#002253 famine, sword, and fire";"";"Unmarked";"";"";"";"";"";"Secondary (Annotated edition)";"@010158-86.";"[Muly Mahamet:] He on whose glorie all thy ioy should stay, <br>
Is soulelesse, glorylesse, and desperate, <br>
Crying for battell, famine, sword and fire, <br>
Rather then calling for reliefe or life. ";"Peele, George.  The Battell Of Alcazar. London: Edwarde Allde for Richard Bankworth, 1594.  N.p.; act 2, scene 1, lines 224-227.";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"George Peele";"The Battle of Alcazar";"Peele, George.  The Battell Of Alcazar. London: Edwarde Allde for Richard Bankworth, 1594.  N.p.; act 1, scene 1, line 168 [normalized spelling]. ";"1588";"1588";"1588";"1588";"HAS SEVERAL LEXIAS!";"[Abdelmunen:] Rubin these rites to Abdelmunen's ghost, <br>
Have pierced by this to <span class=""quote"">Pluto's grave</span> below, <br>
<span class=""quote"">The bells of Pluto ring revenge amain</span> […].";"";"@009000 Unknown / @008000 Unknown, London";"@000811 The Battle of Alcazar";"pending";"#002064 MOTIF WITH NAME Plutos bells ring / #002249 Pluto&#039;s Grave / #004027 CHARACTER - Pluto or Hades";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Secondary (Annotated edition)";"@010017-10./@010158-71. 
Marlowe, Christopher. Edward II. Eds. Charlton, H. B. and R. D. Waller. London: Methuen & Co., 1933. 10.";"[Abdelmunen:] Rubin these rights to Abdelmunens ghost, <br>
Haue pearst by this to Plutos graue below, <br>
The bels of Pluto ring reuenge amaine […].";"Peele, George.  The Battell Of Alcazar. London: Edwarde Allde for Richard Bankworth, 1594.  N.p.; act 1, scene 1, line 168. ";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"_ 0_Anon";"Master Arden of Faversham in Kent";"Anon.  ""Arden of Faversham."" English Renaissance Drama: A Norton Anthology. Gen. ed. David Bevington. New York and London: W. W. Norton, 2002. 427-481.  479; scene 18.";"1590";"1590";"1590";"1590";"English";"[Mosbye:] Fie upon women! - This shall be my song.<br>
But bear me hence, for <span class=""quote"">I have lived too long.</span>";"";"@009000 Unknown / @008000 Unknown, London";"@000846 Master Arden of Faversham in Kent";"3-word phrase";"#002082 I have lived too long";"Unmarked";"Unmarked";"Tragedy";"tbe (only original edition) / need to fix biblio and normalised title after transfer";"Dialogue";"Body of text";"Local reference";"Secondary (Annotated edition)";"@010017-18.
Marlowe, Christopher.  Edward II. Eds. H. B. Charlton and R. D. Waller. London: Methuen, 1933.  18.";"";"Anon.  The Lamentable and Trve Tragedie of M. Arden of Feversham in Kent. London: Edward White, 1592.  N.p.";" Heeg Stefanie"
" The time is out of joint: O cursed spite,";"provisional";"Edmund Spenser";"The Faerie Queene";"Spenser, Edmund.  The Faerie Queene. Eds. Thomas P. Roche and C. Patrick O'Donnell. Harmondsworth: Penguin, 1987.  253; book 5, proem, stanza 1 [normalized spelling].";"1590";"1590";"1590";"1590";"English";"Me sees <span class=""quote"">the world is run quite out of square</span> [...].";"";"";"@005010 The Faerie Queene";"sentence or verse line";"#002014 out of joint";"Unmarked";"Unmarked";"Epic and verse narrative";"";"Narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010052
Potts, Abbie Findlay. ""Hamlet and Gloriana's Knights."" Shakespeare Quarterly 6.1 (Winter 1955): 31-43. ";"Me sees <span class=""quote"">the world is runne quite out of square</span> [...].";"Spenser, Edmund.  The Faerie Queene. Eds. Thomas P. Roche and C. Patrick O'Donnell. Harmondsworth: Penguin, 1987.  253; book 5, proem, stanza 1.";"  Hohl Trillini Regula"
" Let him bless thee too.";"unedited";"William Shakespeare";"Henry VI Part 2";"Shakespeare, William.  Henry VI, Part 2.  Act 1, scene 3, line 83.";"1591";"1591";"1591";"1591";"English";"[Queen Margaret:] […] <span class=""quote"">She bears a duke's revenues on her back</span> […].";"";"@009008 Pembroke's Men / @008000 Unknown, London";"@000888 Henry VI Part 2";"idea with keyword(s)";"#002067 great persons revenue on back";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Secondary (Annotated edition)";"@010017-11.
Marlowe, Christopher. Edward II. Eds. H. B. Charlton and R. D. Waller. London: Methuen, 1933. 11.";"";"";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"William Shakespeare";" The First Part of the Contention";"Shakespeare, William.  The First part of the Contention betwixt the two famous Houses of Yorke and Lancaster. London: Thomas Creed for Thomas Millington, 1594.  N.p.; section 1, lines 972-974 [normalised spelling].";"1591";"1591";"1591";"1591";"English";"[Messenger:] The <span class=""quote"">wild O'Neill</span> my Lords, is up in arms, <br>
With troops of Irish Kernes that uncontroll'd, <br>
Doth plant themselves within the English pale.";"This play is an early version of Henry VI Part 2.";"";"@005275 Henry VI Part 2 - The Contention";"name or title";"#002071 CHARACTER - ONeill";"Character name (secondary)";"Unmarked";"Theatre";"tbe";"Dialogue";"Body of text";"Local reference";"Secondary (Annotated edition)";"@010017-12./@010158-161.
Charlton, H. B. and R. D. Waller, eds.  Christopher Marlowe. Edward II. Eds. Charlton, H. B. and London: Methuen, 1933.  12.";"[Messenger:] The wilde Onele my Lords, is vp in Armes, <br>
With troupes of Irish Kernes that vncontrold, <br>
Doth plant themselues within the English pale.";"Shakespeare, William.  The First part of the Contention betwixt the two famous Houses of Yorke and Lancaster. London: Thomas Creed, for Thomas Millington, 1594.  N.p.; section 1, lines 972-974.";" Heeg Stefanie"
