"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" Why, any thing, but to the purpose. You were sent";"provisional";"Laurence Twyne / Thomas Twyne";"The Pattern of Painful Adventures";"Twyne, Laurence and Thomas Twyne.  "" The Pattern of Painful Adventures."" The patterne of painefull aduentures: containing the most excellent, pleasant and variable historie of the strange accidents that befell vnto Prince Apollonius, the Lady Lucina his wife, and Tharsia his daughter. Wherein the vncertaintie of this world, and the fickle state of mans life are liuely described. Gathered into English by Laurence Tvvine gentleman. London: Valentine Simmes for E.N., 1594.  B2 recto; chapter 1 [normalized spelling].";"1570";"1579";"1594";"1594";"English";"Now when Fame had blown abroad the possibility to obtain this Lady, such was the singular report or her surpassing beauty, that many kings and men of great nobility repaired thither. And if haply any through skill, or learning had found out the solution of the king's question, notwithstanding hee was beheaded as though he had <span class=""quote"">answered nothing to the purpose: </span>and his head was set up at the gate to terrify others that should come, who beholding there the present image of death, might advise them from essaying any such danger.";"";"";"@005643 The Pattern of Painful Adventures";"2-word phrase";"#005153 Answer to the purpose";"Unmarked";"Unmarked";"Unspecified";"need to fix biblio and normalised title after transfer";"Narrator";"Body of text";"Local reference";"Electronic search (HyperHamlet Team)";"@010001
LION";"Now when Fame had blowen abroade the possibilitie to obtaine this Ladie, such was the singular report or her surpassing beautie, that many kings and men of great nobility repaired thither. And if haply any through skill, or learning had found out the solution of the kings question, notwithstanding hee was beheaded as though hee had answered nothing to the purpose: and his head was set vp at the gate to terrifie others that should come, who beholding there the present image of death, might aduise them from assaying anie such danger.";"Twyne, Laurence and Thomas Twyne.  The patterne of painefull aduentures: containing the most excellent, pleasant and variable historie of the strange accidents that befell vnto Prince Apollonius, the Lady Lucina his wife, and Tharsia his daughter. Wherein the vncertaintie of this world, and the fickle state of mans life are liuely described. Gathered into English by Laurence Tvvine gentleman. London: Valentine Simmes for E.N., 1594.  B2 recto; chapter 1.";"Tranter Maria"
" beautified Ophelia,'--";"provisional";"John Jewel";"On the State of Matrimony";"Jewel, John.  ""On the State of Matrimony."" The Two Books of Homilies. Appointed to Be Read in Churches. Ed. John Griffiths. Oxford: Oxford University Press, 1859.  500-515.";"1571";"1571";"1571";"1571";"English";"""O woman, doe thou the like [obey your husband], and so
shalt thou be most excellently <span class=""quote"">beautified </span>before GOD.""";"";"";"@005017 Homily on the State of Matrimony";"";"#000184 Beautified";"Unmarked";"Unmarked";"Speech or lecture or sermon";"Philosophy, religion  / tbe";"";"Body of text";"Local reference";"Shakespeare Studies";"@010064
Rosinger, Lawrence. ""Hamlet and the Homilies."" Shakespeare Quarterly 26.3 (Summer 1975): 299-301.";"";"";"  Hohl Trillini Regula"
" To be, or not to be: that is the question:";"provisional";"John Whitgift";"An Admonition to the Parliament";"Whitgift, John.  An ansvvere to a certen Libel intituled, An Admonition to the Parliament. 1572-1573.  Cc2 recto.";"1572";"1573";"1572";"1573";"English";"[...] you should rather have proved, that women may not in time of necessity administer baptism, for <span class=""quote"">that is the question </span>and not the other.";"";"";"@005644 An Admonition to the Parliament";"sentence or verse line";"#000143 that is the question";"Unmarked";"Unmarked";"Not specified";"Politics, law, economics  / Philosophy, religion ";"";"Body of text";"Local reference";"Shakespeare Studies";"@010005
Greenfield, Sayre.  ""Quoting Hamlet in the Early Seventeenth Century."" Modern Philology 105.3 (2008): 510-534.";"[...] you should rather haue proued, that women may not in time of necessitie administer baptisme, for <span class=""quote"">that is the question </span>and not the other.";"Whitgift, John.  An ansvvere to a certen Libel intituled, An Admonition to the Parliament. 1572-1573.  Cc2 recto.";"  Hohl Trillini Regula"
" To be, or not to be: that is the question:";"provisional";"Ralph Lever";"The Art of Reason";"Lever, Ralph.  The arte of reason, rightly termed, witcraft teaching a perfect way to argue and dispute. Made by Raphe Leuer. Seene and allowed according to the order appointed in the Queenes Maiesties iniunctions. London: H. Bynneman, 1573.  76.";"1573";"1573";"1573";"1573";"English";"[...] <span class=""quote"">to be or not to be</span> [...].";"";"";"@005645 The Art of Reason";"to be or not to be";"#000141 to be or not to be";"Unmarked";"Unmarked";"Not specified";"Philosophy, religion ";"";"Body of text";"Local reference";"Literary and Cultural Studies";"@010079
Stallybrass, Peter. ""Against Thinking."" PMLA 122.5 (2007): 1580-1587.";"";"";"  Hohl Trillini Regula"
" Whether 'tis nobler in the mind to suffer";"provisional";"Thomas Rogers";"A Philosophical Discourse";"Rogers, Thomas.  A Philosophicall Discourse [...]. London: Andrew
Maunsell, 1576.  32 verso-33 recto.";"1576";"1576";"1576";"1576";"English";"[...] <span class=""quote"">with a quiet mind to suffer</span> [...].";"";"";"@005649 A Philosophical Discourse";"idea";"#002998 mind to suffer";"Unmarked";"Unmarked";"Not specified";"Philosophy, religion ";"";"Body of text";"Local reference";"Literary and Cultural Studies";"@010079
Stallybrass, Peter. ""Against Thinking."" PMLA 122.5 (2007): 1580-1587.";"";"";"  Hohl Trillini Regula"
" Thou know'st 'tis common; all that lives must die,";"provisional";"Thomas Proctor";"A Gorgeous Gallery of Gallant Inventions";"Proctor, Thomas.  A gorgious gallery, of gallant inuentions. Garnished and decked with diuers dayntie deuises, right delicate and delightfull, to recreate eche modest minde withall. First framed and fashioned in sundrie formes, by diuers worthy workemen of late dayes: and now, ioyned together and builded vp [...]. London: Richard Jones, 1578.  Nii recto [normalized spelling].";"1578";"1578";"1578";"1578";"English";"Respice finem.<br>
Lo here the state of every mortal wight,<br>
See here, the fine, of all their gallant joys:<br>
[...] Your world is vain, no trust in earth you find,<br>
Your valyaunst prime, is but a brittle glass:<br>
Your pleasures fade, your thoughts a puff of wind,<br>
Your ancient years, are but a withered grass.<br>
<span class=""quote"">Mors omnibus communis.</span>";"Das Zitat stammt aus der spätmittelalterlichen Exempelsammlung Gesta Romanorum: „Quicquid agas, prudenter agas, et respice finem“[1].[2] Vergleiche auch Äsops Fabel 78 (Zwei Frösche) zurückgeführt. In den pseudo-pythagoräischen Goldenen Sprüchen heißt es „Βουλεύου δὲ πρὸ ἔργου, ὅπως μὴ μῶρα πέληται.“ („Überlege vor der Tat, damit nichts Törichtes daraus entstehe.“).";"";"@005650 A Gorgeous Gallery of Gallant Inventions";"idea";"#000221 all that lives must die";"Unmarked";"Unmarked";"Anthology or quotation dictionary";"tbe";"";"Anthology or dictionary entry";"Citation";"Electronic search (HyperHamlet Team)";"@010048
EEBO";"Respice finem.<br>
LO here the state of euery mortall wight,<br>
See here, the fine, of all their gallant ioyes:<br>
[...] Your world is vayne, no trust in earth you finde,<br>
Your valyaunst prime, is but a brytle glasse:<br>
Your pleasures vade, your thoughts a puffe of winde,<br>
Your auncient yeres, are but a withered grasse.<br>
<span class=""quote"">Mors omnibus communis.</span>";"Proctor, Thomas.  A gorgious gallery, of gallant inuentions. Garnished and decked with diuers dayntie deuises, right delicate and delightfull, to recreate eche modest minde withall. First framed and fashioned in sundrie formes, by diuers worthy workemen of late dayes: and now, ioyned together and builded vp [...]. London: Richard Jones, 1578.  Nii recto.";"  Hohl Trillini Regula"
" For in that sleep of death what dreams may come";"provisional";"Henry Bull";"Christian Prayers and Holy Meditations";"Bull, Henry.  Christian Praiers and Holie Meditations. London: Henry Middleton, 1578.  182-183.";"1578";"1578";"1578";"1578";"English";"[...] <span class=""quote"">sleep of death</span> [...].";"";"";"@005651 Christian Prayers and Holy Meditations";"2 keywords";"#000122 IMAGE - sleep of death";"Unmarked";"Unmarked";"Bible or religious pamphlet";"Philosophy, religion  / need to fix biblio and normalised title after transfer";"";"Body of text";"Local reference";"Literary and Cultural Studies";"@010079
Stallybrass, Peter. ""Against Thinking."" PMLA 122.5 (2007): 1580-1587.";"";"";"  Hohl Trillini Regula"
" Let them come in.";"unedited";"Christopher zzzMarlowe";"The Tragical History of Doctor Faustus";"Marlowe, Christopher.  ""The Tragical History of Doctor Faustus."" The Complete Plays. Ed. J. B. Steane. London: Penguin 1986. 259-339. ";"1588";"1588";"1588";"1588";"English";"[Knight:] [...] <span class=""quote"">Bred in the concave of some monstrous rock </span>[...].";"";"Unknown / Unknown, London";"@000810 Doctor Faustus";"pending";"#002045 monstrous rock";"Unmarked";"Unmarked";"Tragedy";"tbe";"Dialogue";"Body of text";"Local reference";"Literary and Cultural Studies";"@010029-6.
Murphy, Donna N.  The Marlowe Shakespeare Continuum: Christopher Marlowe, Thomas Nashe, and Authorship of Early Shakespeare and Anonymous Plays. Newcastle, 2013.  6.";"[Knight:] […] Bred in the concaue of some monstrous rocke […].";"Marlowe, Christopher.  The Tragicall History of D. Faustus. As it hath bene Acted by the Right Honorable the Earle of Nottingham his seruants. Written by Ch. Marl. London: V. S. for Thomas Bushell, 1604.  C1 recto. ";" Heeg Stefanie"
" Let them come in.";"unedited";"George zzzPeele";"The Troublesome Reign of King John";"Peele, George.  The Troublesome Raigne of Iohn King of England, with the discouerie of King Richard Cordelions Base sonne (vulgarly named, The Bastard Fawconbridge): also the death of King Iohn at Swinstead Abbey. As it was (sundry times) publikely acted by the Queenes Maiesties Players, in the honourable Citie of London. London: Sampson Clarke, 1591.  N.p.; towards the beginning. [spelling normalized].";"1589";"1589";"1589";"1589";"HAS SEVERAL LEXIAS!";"[Philip:] [...] I swear, <br>
As cursed <span class=""quote"">Nero</span> with his <span class=""quote"">mother </span>did, <br> 
So I with you, if you resolve me not. ";"highlighting several lexias";"Queen&#039;s Men / Unknown, London";"@000824 The Troublesome Reign of King John";"motif with name";"#001083 MOTIF WITH NAME- Nero killing his mother / &005160 HUMAN - Nero";"Protagonist by name";"Unmarked";"History";"QUESTION?!!!";"Dialogue";"Body of text";"Local reference";"Shakespeare Studies";"@010051-47.
Voigt, Hermann.  Gleichnisse und Metaphern in Shakespeare's Dramen und in seinen Quellenschriften. PhD. Strassburg: Elsass-Lothringische Druckerei, 1908.  47.";"[Philip:] [...] I sweare, <br>
<span class=""quote"">As cursed Nero with his mother did, <br> </span>
So I with you, if you resolue me not. ";"Peele, George.  The Troublesome Raigne of Iohn King of England, with the discouerie of King Richard Cordelions Base sonne (vulgarly named, The Bastard Fawconbridge): also the death of King Iohn at Swinstead Abbey. As it was (sundry times) publikely acted by the Queenes Maiesties Players, in the honourable Citie of London. London: Sampson Clarke, 1591.  N.p.; towards the beginning. ";"Reitzer Elliot"
" Let them come in.";"unedited";"_ 0_Anon";"King Leir, or King Lear and His Three Daughters";"Anon.  The True Chronicle History of King Leir, and his three daughters, Gonorill, Ragan, and Cordella. As it hath bene diuers and sundry times lately acted. London: Simon Stafford for Iohn Wright, 1605.  N.p.; about halfway into the play. [spelling normalized].";"1589";"1589";"1589";"1589";"English";"[Cordella:] [...] <span class=""quote"">If so the stock be dried with disdain, <br> 
Withered and sere the branch must needs remain. </span>";"";"Queen&#039;s Men / Unknown, London";"@000838 King Leir, or King Lear and His Three Daughters";"pending";"#001137 MOTIF - withered plant";"Unmarked";"Unmarked";"History";"tbe";"Dialogue";"Body of text";"Local reference";"Shakespeare Studies";"@010051-51.
Voigt, Hermann. Gleichnisse und Metaphern in Shakespeare's Dramen und in seinen Quellenschriften. PhD. Strassburg: Elsass-Lothringische Druckerei, 1908. 51.";"[Cordella:] [...] If so the stocke be dryed with disdayne, <br> 
Withered and sere the branch must needes remaine. ";"Anon.  The True Chronicle History of King Leir, and his three daughters, Gonorill, Ragan, and Cordella. As it hath bene diuers and sundry times lately acted. London: Simon Stafford for Iohn Wright, 1605.  N.p.; about halfway into the play.";"Reitzer Elliot"
