"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 5, scene 1, lines 94-97.";"1600";"1600";"1600";"1600";"English";"[First Clown (sings):]<span class=""quote""> A pick-axe, and a spade, a spade, <br>
For and a shrouding sheet:<br>
O, a pit of clay for to be made<br>
For such a guest is meet.</span>";"";"";"@001259 Hamlet";"";"#000752 pickaxe song";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"Literary and cultural studies (Shakespeare) / Literary and Cultural Studies / Annotated edition (Shakespeare)";"@010082/@010028/@010151/@010026

Tulloch, Graham. The Language of Sir Walter Scott: A Study of His Scottish and Period Language. London: Andre Deutsch, 1980.<br>

Shakespeare, William. Hamlet. The Oxford Shakespeare. Ed. G. R. Hibbard. Oxford and New York: Oxford University Press, 1994.<br>
Anders, H. R. D. Shakespeare's Books. Berlin: Georg Reimer, 1904.<br>
Kitchin, George. A Survey of Burlesques and Parody in English. Edinburgh: Oliver and Boyd, 1931.";"";"";" Heeg Stefanie"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 3, scene 2, line 245.";"1600";"1600";"1600";"1600";"English";"[Player Queen:] [...] <span class=""quote"">Both here and hence pursue me lasting strife </span>[...].";"";"";"@001259 Hamlet";"";"#000283 here and hence";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"Annotated edition (Shakespeare)";"@010082 
Shakespeare, William. Hamlet. The Oxford Shakespeare. Ed. G. R. Hibbard. Oxford and New York: Oxford University Press, 1994.";"";"";" Heeg Stefanie"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 3, scene 2, line 278-729.";"1600";"1600";"1600";"1600";"English";"[Hamlet:] [...] <span class=""quote"">Come, the croaking raven doth bellow for revenge.</span>";"";"";"@001259 Hamlet";"";"#000273 raven doth bellow revenge";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"Literary and cultural studies (Shakespeare)";"@010112
Garber, Marjorie. Shakespeare's Ghost Writers: Literature as Uncanny Causality. New York and London: Methuen, 1987. ";"";"";" Heeg Stefanie"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 3, scene 2, line 297.";"1600";"1600";"1600";"1600";"English";"[Hamlet:]<span class=""quote""> Why, let the strucken deer go weep</span> [...].";"";"";"@001259 Hamlet";"";"#000289 stricken deer weeps";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"Literary and cultural studies (Shakespeare)";"@010008-19./@010111
Thorn-Drury, George. More Seventeenth-Century Allusions to Shakespeare and His Works. London: Dobell, 1924. 19.<br>
Bentley, Gerald Eades. Shakespeare and Jonson: Their Reputations in the Seventeenth Century Compared. Chicago: University of Chicago Press, 1945.";"";"";" Heeg Stefanie"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act";"1600";"1600";"1600";"1600";"English";"He falls to such perusal of my face
– 2, 1, 101: As he would draw it. L";"";"";"@001259 Hamlet";"";"#005190 visually peruse";"Unmarked";"Unmarked";"Tragedy";"tbe";"Dialogue";"Body of text";"Local reference";"Pending";"";"";"";"  Hohl Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 3, scene 2, line 386.";"1600";"1600";"1600";"1600";"English";"[Guildenstern:] <span class=""quote"">I know no touch of it, my lord.</span>";"";"";"@001259 Hamlet";"";"#000275 I know no touch of it";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"Pending";"";"";"";" Heeg Stefanie"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 1, scene 3, lines 64-87.";"1600";"1600";"1600";"1600";"English";"<span class=""quote"">(The wise and fussy councillor Polonius giving (stereotyped) advice to his son Laertes, a young courtier)</span>";"";"Polonius' advice to Laertes";"@001259 Hamlet";"setpiece";"#005015 SETPIECE - Polonius advice to Laertes";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"Annotated edition / Literary and cultural studies (Shakespeare)";"@010076/@010016/@010045/@010091
Anders, H. R. D. Shakespeare's Books. Berlin: Georg Reimer, 1904. <br>
Waters Bennett, Josephine. ""Characterization in Polonius' Advice to Laertes."" SQ 4.1 (January 1953): 3-9.<br>
Muir, Kenneth. The Sources of Shakespeare's Plays. London: Methuen, 1977. <br>
Bond, R. W. ed. The Complete Works of John Lyly. Oxford: 1902.";"";"";"  Hohl Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 3, scene 1, lines 68-98.";"1600";"1600";"1600";"1600";"English";"(Hamlet's famous soliloquy beginning) <span class=""quote"">To be or not to be </span>[...].";"";"""To be or not to be""";"@001259 Hamlet";"setpiece";"#005005 SETPIECE - To be or not to be";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"Literary and cultural studies (Shakespeare)";"@010117-274./@010005/@010000/@010083/@010138
Hirsh, James.  Shakespeare and the History of Soliloquies. Madison and Teaneck: Fairleigh Dickinson University Press, 2003.  274.<br>
Greenfield, Sayre. ""Quoting Hamlet in the Early Seventeenth Century."" Modern Philology 105.3 (2008): 510–534.<br>
Adams, Joseph Quincy, Jr. ""William Heminge and Shakespeare."" Modern Philology 12.1 (May 1914): 51-64.<br>
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co., 1909.";"";"";"  Hohl Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.";"1600";"1600";"1600";"1600";"English";"(<span class=""quote"">Hamlet, Prince of Denmark pretends to be mad and may be mad at least intermittently. This is connected to the task to revenge his father and to his unhappy love for Ophelia)</span>";"";"Hamlet's madness";"@001259 Hamlet";"motif";"#005011 MOTIF - Hamlets madness";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"Pending";"";"";"";"  Hohl Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 5, scene 1, lines 59-61.";"1600";"1600";"1600";"6100";"English";"[Gravedigger:] [...]<span class=""quote""> when you are asked this question next, say ""a grave-maker."" The houses he makes lasts till doomsday.</span>";"";"";"@001259 Hamlet";"idea";"#005018 gallows or grave joke";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"Literary and cultural studies (Shakespeare)";"@010005/@010000
Greenfield, Sayre.  ""Quoting Hamlet in the Early Seventeenth Century."" Modern Philology 105.3 (2008): 510–534. <br>
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co., 1909.";"";"";"  Hohl Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.";"1600";"1600";"1600";"1600";"English";"<span class=""quote"">(Hamlet, Prince of Denmark, is called upon to revenge his father's murder)</span>";"";"Revenge";"@001259 Hamlet";"motif";"#005007 MOTIF - Revenge";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"";"";"";"";"  Hohl Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 3, scene 4.";"1600";"1600";"1600";"1600";"English";"<span class=""quote"">(In the so-called ""Closet Scene"", Hamlet confronts his mother in her bedroom and asks her to end sexual relations with his uncle Claudius, which disgusts him).</span>";"";"Closet Scene III:iv";"@001259 Hamlet";"scene";"#005021 SCENE - Closet scene in Hamlet";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"";"";"";"";"  Hohl Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 5, scene 1, lines 80-82.";"1600";"1600";"1600";"1600";"English";"[Hamlet:] [...] <span class=""quote"">This might be the pate of a politician which this ass now o'erreaches, one that would circumvent God, </span>might it not?";"";"Lord Chamberlain's (Lord Hunsdon's) Men / Globe";"@001259 Hamlet";"sentence or verse line";"#000750 could have been a politician";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"";"";"";"";"  Hohl Trillini Regula"
" He shall, sir, an't please him. There's a letter for";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 4, scene 2, lines 27-30.";"1600";"1600";"1600";"1600";"English";"[Hamlet:] <span class=""quote"">The body is with the King, but the King is not with the body. The King is a thing -<br></span>
[Guildenstern:] <span class=""quote"">A ""thing,"" my lord?<br>
[Hamlet:]  Of nothing. Bring me to him. </span>";"";"";"@001259 Hamlet";"image with keyword(s)";"#000303 body a thing of nothing";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"Literary and cultural studies (Shakespeare)";"@010011-2:247.
Chambers, Edmund Kerchever. Shakespeare: A Study of Facts and Problems. Oxford: Clarendon Press, 1930. 2, 247.";"";"#00303_0@001259_x";"  Hohl Trillini Regula"
